Post,Labels Set,Dataset
இவனை போன்றவர்கள் செத்தால்இந்தியகலாச்சாரம்உயிர்பெரும்,Hate-Speech,tamil_dataset
Karunanidi mudalvar aanna kathai Alla thirudan aana Kathi ennru sollaum😀😁😀😀😁😀😀😁😁,Non-Hate-Speech,tamil_dataset
கருணாநிதி ஊழல்வாதியான கதை னு  தலைப்பு இருந்திருக்கலாம்.....,Non-Hate-Speech,tamil_dataset
Makku Payal nee thanda lusu payale,Hate-Speech,tamil_dataset
அரசியல்வாதிக்கும் ஒரு தகுதி வேண்டும்,Non-Hate-Speech,tamil_dataset
போடா தமிழின விரோதி தெலுங்கா.,Non-Hate-Speech,tamil_dataset
அப்போ திருடன்னு ஓத்துகொள்கிறீர்கள்,Non-Hate-Speech,tamil_dataset
@Ganesh Sankar விட்டா உண்ட அம்மாக்கு திருடன் கருணாநிதி தான் புருஷன் என்று சொல்லுவாபோல,Hate-Speech,tamil_dataset
Sorry mamda,Hate-Speech,tamil_dataset
"திமுகவின் மூன்று கொள்கை collection, commission, corruption..",Non-Hate-Speech,tamil_dataset
"Good read, google: How a Bihari lost his mother tongue to Hindi",Non-Hate-Speech,tamil_dataset
@Praveen Kumar ennada soeldra 🤔🤔,Non-Hate-Speech,tamil_dataset
அடுத்தது துரோகி கட்டுமரத்தின் எச்சங்களை துரத்தியடிப்பதே! 💪💪💪💪💪,Non-Hate-Speech,tamil_dataset
00:45 Makku payalgal = arai kurai pakutharivu vyathi like Karu Pa,Non-Hate-Speech,tamil_dataset
itha soli 3 nu varsham aguthu innum panala ithuku ena sola poringa sangis...?,Non-Hate-Speech,tamil_dataset
என்ன முடிவு கட்ட முடிந்தது உங்களால் பாவம் சாட்சி சொன்ன பிள்ளை கதறும் சத்தம் உங்கள் காதுகளில் கேட்கவில்லையா,Non-Hate-Speech,tamil_dataset
No comment no argument Just KILL them.,Non-Hate-Speech,tamil_dataset
வாழ்த்துக்கள் இறைவன் அருள் உங்கள் பக்கம்,Hate-Speech,tamil_dataset
கரு. பழனியப்பன் vera level speech,Non-Hate-Speech,tamil_dataset
Kullanari karuna,Hate-Speech,tamil_dataset
Poda thayoli,Hate-Speech,tamil_dataset
Nice speech,Non-Hate-Speech,tamil_dataset
Semmma...,Non-Hate-Speech,tamil_dataset
Evryone watch Kashmir files movie excellent it is,Hate-Speech,tamil_dataset
சேனல்கள் எல்லாம் ஒற்றுமையா மக்களுக்காக குரல் குடுக்க பெண்களும் உஷாரா இருக்கனும்,Non-Hate-Speech,tamil_dataset
Sonna channel irrukaathu vro🤣,Non-Hate-Speech,tamil_dataset
Arumay.,Non-Hate-Speech,tamil_dataset
"திருக்குவழயின்""திருடன்""கருணாநீதீ",Hate-Speech,tamil_dataset
"News nalla analys panni poduga  chumma vaiku vandhdhu ellam podama arakuraya therinjukondu poi kara pirachana pannavugala podhumakkal
Adithapiraguthan mahinda padhavi vilaginan chumma puluvikitu vigadan",Non-Hate-Speech,tamil_dataset
"👉 HONOURABLE TEACHERS CINEMAS POLITICS MEDIA FOR ALL A2Z ALL MOVABLES PROTECT LIGHTER BLACK COLOR (ALLAH ILLALAH ISAISOOL BALADIRECTOR ULLalAH! 
 100% DIRECTOR BALASIR ARMY 
Puthaikapaduvor vidhaikapaduvarghal 
ulaghapodhu mozhi English Ella mozhi  thiraipadam 📺 📱 
Pirappukkum ellla uirkum 
AMMA KALAIYUM KALVIYUM 
Take goods leave negativity 

V love u BALA SIR,all cinema labours ALWAYS URS OBEDIENTLY DIRECTOR BALA STUDENTS HOD OF TAMIL CINEMA📱🙏🇲🇾🇬🇧🌟🇸🇦🇵🇰🇱🇰🇰🇼🛰🛫🇰🇷☢️🥀🌱🌻⛑️🙊🙉🙈😳🙄🙏🦉💪🤛🤜😎😲⚠️💃🏃‍♂👋🙌🙏👄💋👁💘👠💄⛑️💎🐒🐎🐘🐏🐣🦅🐸🦉🐍🐬🐙🕸🦂🕷🐞🐜🌻🌱🌲🌴🍉🌍🌓🌤🌈🎶🎼🛠
PROTECT NATURE AND ITS CREATURES CAPTAINCY COOL like BALA SIR 
LOVE AND LOVE ALL ONLY ON SOCIAL
MEDIA 📺 📱 FOR FREEDOM OF FUTURR OF NOT ONLY NATION BUT ALSO  UNiVERSE
HRLMET MUST WEAR MASK MUST WEAR
DEPOPULAION MUSTNEEDEDININDIA DEMONITITATION AGAIN NEEDED 
 100 RUPPEESS INR MAXIMUM CURRENCY  
ALL JOBS 24*7  6 hour shift basese 👉",Non-Hate-Speech,tamil_dataset
திராவிடம் என்பது தெலுங்கரின் மாய வலை..தமிழா விழித்தெழு,Non-Hate-Speech,tamil_dataset
தவறு திருடர்களின் தலைவன்,Hate-Speech,tamil_dataset
தேர்தல் முடிஞ்சதும் மறந்திடனுமா என்ன மனசு உனக்கு,Non-Hate-Speech,tamil_dataset
உங்களுக்கு பெயர் பொருத்தம் மிகவும் சரியாக இருக்கிறது.,Non-Hate-Speech,tamil_dataset
Voorukey theriyumey pithalatam,Non-Hate-Speech,tamil_dataset
what about this case now ?,Non-Hate-Speech,tamil_dataset
கரு பழனியப்பன் ஒரு முட்டாள் என்று.தான் நினைத்தோம். .ஆனால் ஒரு குறுக்கு புத்தி கொண்ட விஷ பாம்பு கூலி வாங்கி கொண்டு திமுக க்காக கூ வும் பச்சோந்தி என்று இப்போது தெரிகிறது.,Hate-Speech,tamil_dataset
வெளிய சும்மா seen podrathaan builtup,Non-Hate-Speech,tamil_dataset
அவர்  செஸ்  விளையாட்டில் இல்லை  செக்ஸ்  விளையாட்டில்  வெற்றி  பெற்றவர்,Non-Hate-Speech,tamil_dataset
சூப்பர் தலைவா,Non-Hate-Speech,tamil_dataset
Vantheri  Telugan karunaa,Non-Hate-Speech,tamil_dataset
குடும்ப ஆட்சி நடந்தால் நாடு உருப்படாது என்பதற்கு சமீபத்திய உதாரணம் ஸ்ரீ லங்கா. தமிழர்கள் திமுக காங்கிரஸ்....... போன்ற கட்சிகளை இனி கவனத்துடன் அணுக வேண்டியது காலத்தின் கட்டாயம்.,Non-Hate-Speech,tamil_dataset
"நீதானடா மக்கு. 
நாகரீக மற்ற செக்ஸ் பிரியர் கூட்டம் திராவிட கும்பல்",Hate-Speech,tamil_dataset
திராவிட. சொம்பு பழநியப்பன்,Non-Hate-Speech,tamil_dataset
Yes ur absolutely correct Bro...👍,Hate-Speech,tamil_dataset
2016 elections la dmk cm candidate nu yaarum official aa announce panala,Non-Hate-Speech,tamil_dataset
"MOHAMAD. Neega ellam tamilnadu irundu iindia irundu pesuvinga , women pesakoodathu. Unga women ellam iluthu porthutu porathala neega ellam olungana manitharkala?",Non-Hate-Speech,tamil_dataset
Sp pandiaraj thoomaieppaddi ivane mari allu eppadi polica Arran,Hate-Speech,tamil_dataset
ஆமா உங்களுக்கு ஒரு அமைச்சர் பதவி கூட 2016 இல் ஜெயலலிதா கொடுக்கல 🤣🤣🤣,Non-Hate-Speech,tamil_dataset
Neduchezhiyan Cm airundha veramari airukum admk vandhurukadhu..,Non-Hate-Speech,tamil_dataset
🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻9️⃣3️⃣4️⃣4️⃣5️⃣8️⃣8️⃣1️⃣0️⃣9️⃣,Non-Hate-Speech,tamil_dataset
Rhyming nalla illa bro 😅,Non-Hate-Speech,tamil_dataset
@Mugunthan Jaya அதில் என்ன சந்தேகம்  இவனும் கள்ள உறவில் பிறந்தவன்,Hate-Speech,tamil_dataset
Thalaivar kalaignar than,Non-Hate-Speech,tamil_dataset
Hena gaha piya,Non-Hate-Speech,tamil_dataset
ithula ennanga super?,Non-Hate-Speech,tamil_dataset
Poda kiruku palaniappan,Non-Hate-Speech,tamil_dataset
அட சீ சீ சீ சீ மானம் கேட்ட கதை,Non-Hate-Speech,tamil_dataset
"Very strong Person in India
 இனி எவர்ராழும் நிரப்ப முடியாத ஒரு தணிதன்மை உடைய இடத்தை அவர் மட்டும் நிரப்பிவிட்டு சொன்றுவிட்டார்",Non-Hate-Speech,tamil_dataset
Good 😊,Hate-Speech,tamil_dataset
Kallanaai 🐕🐕🐕🐕karunanithi,Hate-Speech,tamil_dataset
@Mr தமிழா DMK வ யார் வேண்டுமானாலும் எதிர்க்கலாம்.. ஆனால் 10 வருடமா எதிர் கட்சியா இருக்க DMK வ மட்டும் எதிர்தா அதுக்கு என்ன அர்த்தம்,Non-Hate-Speech,tamil_dataset
@Alex Alex bro avar tamilan kidaiyathunu solranga unmaiya?,Non-Hate-Speech,tamil_dataset
Your right,Hate-Speech,tamil_dataset
மு.கருணாநிதி என்றஅமாவாசை யால் மட்டுமே அமாவாசை ஆக்க முடியும்.,Hate-Speech,tamil_dataset
Avangaludaya samanathil then thadavi erumbugala vidanum,Hate-Speech,tamil_dataset
Ellarum tamzhan tha ulagame tamilan thanda ego pudichu thimira irukuravan Thani thaniya mozhi kandupudichanda paradhesingala ulagame tamilan dhanda matham illa saathi illa da arivuketta mundangala ithuku mela medai pottu ipdi polampathingada,Hate-Speech,tamil_dataset
வடக்கு இந்தியாவின் ஒரு போலீஸ் நிலத்தில் கைது செய்து வைத்திருந்த பாலியல் குற்றவாலியை தெருவில் இழுத்து போட்டு அவனை அடித்தே கொன்றார்கள் தமிழ்நாட்டில் ஆண்மையுள்ளவர்கள் இருக்கிறார்களா நாம்தமிழர் ஆட்சிக்கு வந்த இந்த குற்றவாளிகள் காணாமல் போவார்கள்,Non-Hate-Speech,tamil_dataset
Mootha thirudan muthalvar aana kathai,Non-Hate-Speech,tamil_dataset
ippadi pesunaa... nee pathini airuviyaa?,Non-Hate-Speech,tamil_dataset
தலைவர் தலைவர்தான்,Non-Hate-Speech,tamil_dataset
ஊழல் பேர்வழி இங்கிருந்து தான் தொடங்கியது,Non-Hate-Speech,tamil_dataset
Nallathu,Non-Hate-Speech,tamil_dataset
Ethalam engala namba soldringa?,Non-Hate-Speech,tamil_dataset
தமிழகத்தின் ஒப்பற்ற ஆளுமை கலைஞர் அவர்கள்,Non-Hate-Speech,tamil_dataset
அதிமுக அமைச்சர்கள் இதில் இருக்கிறாா்கள் மாற்று கட்சி வந்தால்தான் இவனுங்க மாட்டுவானுங்கமக்களே சோறு தின்பவன் அதிமுகவிற்கு ஓட்டு போடமாட்டான்,Hate-Speech,tamil_dataset
அண்பரே காவிரி பிரச்சினை வைத்து இத்தனை வருடங்கள் அரசியல் செய்தீர்கள். இனிமேல் உங்களால் ஒரு வார்த்தை பேசமுடியுமா ? லூசுத்தா.... இப்ப எங்க காவிரி பிரச்சினை இருக்கு. ங்கொம்...,Non-Hate-Speech,tamil_dataset
திருட்டு திமுக 😈,Hate-Speech,tamil_dataset
"Krishnar illana pandavar illai
Mgr illaina dmk illa",Non-Hate-Speech,tamil_dataset
இதையே ஒழுங்காக கண்டு பிடிக்க முடியல நீங்க எல்லாம் படிச்சி ias ஐபிஎஸ் சிபிஐ சிபிசிஐடி எதுக்குடா படிக்கிறீங்க  மானே கெட்ட பசங்க உங்க பொண்ணுகளுக்கு இதே நிலைமைதான் வரும் அப்ப தெரியும்டா உங்களுக்கு இன்னொரு ரோடு பெண்ணோட வழி என்ன என்னன்னு,Hate-Speech,tamil_dataset
This is child abuse - severe punishment warranted,Hate-Speech,tamil_dataset
அரசியல் ஆசான் கலைஞர்,Non-Hate-Speech,tamil_dataset
பொய்,Non-Hate-Speech,tamil_dataset
இதில் பாதி செய்தி கற்பனை .....,Non-Hate-Speech,tamil_dataset
Ellam seri ipovaraikum ennapa thandanai namma indian govt intha veri naaigaluku kuduthanga Ila antha mukiye pulligal yaarnu kandupudichangala,Non-Hate-Speech,tamil_dataset
Hiii,Hate-Speech,tamil_dataset
டேய் போங்கடா நீங்களும் உங்கள் பட்டிமன்றமும்,Non-Hate-Speech,tamil_dataset
"thavdiya paiya urela yalla sothu urela yalla wife eva ure alu evnku ure history vara thavidya paiya kamarajar, abdulkalam, jevanatham, kaakan, real CM and real hero put this lenged history don't, put this karunanithi thavidya paya history",Hate-Speech,tamil_dataset
otha.etha.setha.kothodu govintha.above2009*****71*****,Hate-Speech,tamil_dataset
திராவிட எருமைகளுக்கும் இது போல் ஒரு நாள் வர நேரிடும்,Non-Hate-Speech,tamil_dataset
+ragunathan manoharan dei echai naaye avar CM a irundhdhadhu nala dhan da inaikku nee lam TN LA irukka.,Hate-Speech,tamil_dataset
"அன்று முதல் இன்று வரை ""தீ "" வைத்தலில் உலக பிரசித்தி பெற்ற இடம் இலங்கை. அதனால்தான்
சில வருடங்களுக்கு முன்   ரஜனியின் "" தீ"" படம் இலங்கையை மையப்படுத்தி எடுக்கப்பட்டது.🤪",Non-Hate-Speech,tamil_dataset
still not mature enough 😆😅😆😅,Non-Hate-Speech,tamil_dataset
கடைசி வரை பிஜேபி யை குரை செல்லி யே உங்கள் பிழைப்பு நடத்துங்கள்,Non-Hate-Speech,tamil_dataset
Very good news. Sathanaiyalar patriya thagaval anaithum unmai. Nantri to news 7tamil,Non-Hate-Speech,tamil_dataset
Un Veettu Pombalaigala Vidungada,Hate-Speech,tamil_dataset
இவனுக்கு படம் ஒரு கேடா,Non-Hate-Speech,tamil_dataset
Ammu inga paaru nee yaaru enna nu enaku theriyathu but onnu soldran neengalam muzhu pombalaya irukanum illa ellahukum ready agidanum rendu ketana naanga pasanga kooda irupom aana avan thoda koodathunu soldrathu thappu mela shall poda matom evlo perusu vechirukom ellarkum kamipom evanum engala ithellam oru 20 years ku munadi nadakala control la irunthanga epo neenga rules pesa aarambichingalo apothan nadakuthu so than maaranum illana ithu thodarum danger ungaluku tamilnadu konjam unga aatam palikithu ithuve north or up apdina mavale senchiruvanuga intha trend apram naagarigam thooki potutu maarina thavirkalam news channel content kuduthitu iruka vendithan,Non-Hate-Speech,tamil_dataset
@varun pillai oh oh!!! Avaruh pannah welfare schemes and infrastructure developments alavuku! Vera entha oru Indian state oda CM panaaaru nu kaatunga paapom! Indha aaalu matum ilanaa Tamilnadu indha alavuku munerirukaadhu,Non-Hate-Speech,tamil_dataset
Encounter podungha,Non-Hate-Speech,tamil_dataset
@Arun Bindaas  adhula kannadhasan thaan ezhuthirukaaru! Entha train eri? Enga vanthaaru nu andha aalu kum theriyaadhu!,Non-Hate-Speech,tamil_dataset
Apdi Ilana kala chraiyam kaachi elarum sethupoirupanga,Hate-Speech,tamil_dataset
நீதிமன்றம் குறித்து  அருமையான பேச்சி,Non-Hate-Speech,tamil_dataset
Cine industry,Hate-Speech,tamil_dataset
இவனுங்களுக்கு எய்ட்ஸ் பயமே இல்லை,Non-Hate-Speech,tamil_dataset
"@sridharan Krishnaswami Ezekiel 45:17
இஸ்ரவேல் வம்சத்தார் கூடிவரக்குறிக்கப்பட்ட சகல பண்டிகைகளிலும் மாதப்பிறப்புகளிலும் ஓய்வு நாட்களிலும் தகனபலிகளையும் போஜனபலிகளையும் பானபலிகளையும் செலுத்துவது அதிபதியின்மேல் சுமந்த கடனாயிருக்கும்;
And it shall be the prince's part to give burnt offerings, and meat offerings
, and in the sabbaths in all solemnities of the house of Israel: he shall prepare the sin offering, and the meat offering, and the burnt offering, and the peace offerings, to make reconciliation for the house of Israel.

17 ஆனால் இஸ்ராயேல் வீட்டாரின் கடன் திருநாட்களிலும், மாதப் பிறப்பு ஆகிய பண்டிகைகளிலும், ஓய்வு நாட்களிலும், மற்றுமுள்ள இஸ்ராயேலின் திருவிழாக்களிலும் தலைவனே அவர்கள் செலுத்த வேண்டிய சாதாரண பலிகளையும் தகனப் பலிகளையும் சமாதானப் பலிகளையும் செலுத்தக் கடமைப்பட்டுள்ளான்.",Non-Hate-Speech,tamil_dataset
இவனுகளுக்கு நல்ல தண்டனை வழங்க வேண்டும் தமிழ் நாடு அரசு  நீதி மன்றம் 🙏,Non-Hate-Speech,tamil_dataset
முள்ளிவாய்க்கால் ஈழத் தமிழர்களின் உயிர்பலி இன்று  இலங்கை பற்றி எழுதுகிறது♨️♨️♨️,Non-Hate-Speech,tamil_dataset
பல நல்ல திட்டம் கொண்டு வந்துள்ளார்,Non-Hate-Speech,tamil_dataset
Karu pazhaniappan oru maanam ketta payAl antha naayai kavarchi illamal padam edukka,Hate-Speech,tamil_dataset
இலங்கை முழுதும் நடக்கும் போராட்டம் மக்களுக்கும் மகிந்த அரசின் ஆதரவாளர்களுக்குமல்ல. மக்களுக்கும் மகிந்த அரசின் அரசியல்வாதிகளுக்குமே. அவர்கள் வீடுகளே தீக்கிரையாக்கப்படுகிறது,Non-Hate-Speech,tamil_dataset
Punish pollachi repiest🔗🔗,Non-Hate-Speech,tamil_dataset
மோடிக்கும் இந்நிலை விரைவில் நிகழும்.,Non-Hate-Speech,tamil_dataset
Arun Rajesh M idhudhaan aanmeegha அரசியலின் இலட்சணம்.,Non-Hate-Speech,tamil_dataset
இந்த தவறுகளை மற்ற நாடுகளில் செய்தால் என்ன தண்டனை என்பது பற்றி வீடியோவை போடுங்கள்?,Non-Hate-Speech,tamil_dataset
ஊங்க அம்மா தேவிடியா மகனே சாவாடிங்க,Hate-Speech,tamil_dataset
"ஏன்டா பாடு உங்களுக்கெல்லாம் வள்ளுவர் பத்தி பேச என்னடா உரிமை இருக்கு 
வள்ளுவர் திராவிட பத்தி எந்த இடத்தில்  சொல்லிருக்காரு திராவிட கொள்கை உள்ள நீங்களெல்லாம்தமிழைப் பற்றியும் தமிழனை பற்றியும்
உங்களுக்கெல்லாம் என்ன அருகதை இருக்கு நாய்களா",Hate-Speech,tamil_dataset
"Pesuradu appuram,,mudalla panam,,,,",Non-Hate-Speech,tamil_dataset
ஓ காவேரி மோடி ஆட்சியா,Non-Hate-Speech,tamil_dataset
Neththi  adi,Non-Hate-Speech,tamil_dataset
Dislike போட்டது எல்லாம் வடக்கன் 😂😂😂,Non-Hate-Speech,tamil_dataset
@Vasan Krishnaswamy  Enna evidence iruku neenga solradhuku ? Apdi vandharu nu enga irundhu vantharu ? edhuku vantharu? enga vandhu serandharu (TN la ) ? badhil sollunga,Non-Hate-Speech,tamil_dataset
"கல்யாணி நீங்கள் சொல்வது முழுக்க முழுக்க உண்மை....
இந்த மாதிரி சம்பவம் என் தோழிக்கும்.... நடந்துள்ளது..",Hate-Speech,tamil_dataset
கோவில் சொத்துகளையும் பொது சொத்துகளையும் ஆட்டைய போட பிறந்த எங்கள் ஊழல் இன தலைவன் வாழ்க.,Hate-Speech,tamil_dataset
Ivar katchiyill ivar  ivarathu kudumbhathinar mattumey padaviyill irupargal thondanuku enn naalum ivargal mattum than thondargalin netrill moondru ondrai pottu viduvargal,Non-Hate-Speech,tamil_dataset
தேவடியா தேவடியாப்பயல  கரு,Hate-Speech,tamil_dataset
எப்பா கரு பழனியப்பா பூல முறுக்கி தோல்ல போட்டு போப்பா,Hate-Speech,tamil_dataset
Naladhey.  Nadakum,Hate-Speech,tamil_dataset
கட்டுமரம் கபோதி ஆன கதை,Non-Hate-Speech,tamil_dataset
கருணாநிதி பல திருட்டுத்தனங்கள் செய்தே முதல்வரானார்.,Non-Hate-Speech,tamil_dataset
பழனியப்பா நீட் என்றால் என்ன என்று உனக்கு தெரியுமா?,Non-Hate-Speech,tamil_dataset
இவனெல்லாம் இன்னிக்கு பெரிய மனுஷன் வேசம் போட்டு நாட்டை ஏமாத்தி கிட்டு,Non-Hate-Speech,tamil_dataset
Amma child... dont do over marketing on you.... You are suitable for child character not for heroin.... simply dont do marketing yourself....,Non-Hate-Speech,tamil_dataset
Pothum sir neengalu unga family saptathu....we need correct person .. pls stop to support those guys..,Non-Hate-Speech,tamil_dataset
Fire 🚒 van vara sollava anaikka,Non-Hate-Speech,tamil_dataset
"Pooda eccha payalea ne evanukku mama vela paakuraveannu ellaarukum teriundaa eccha ,",Hate-Speech,tamil_dataset
இவ்வளவு  பதவி வெறியர்களா,Non-Hate-Speech,tamil_dataset
வெல்க கலைஞரின் புகழ்,Non-Hate-Speech,tamil_dataset
Kadaparaiya paluka vatchi indha pottaiyanunga suttula vidanum,Hate-Speech,tamil_dataset
வஞ்சகம் துரோகம் சூழ்ச்சி கயமை ஊழல் ஊதாரிதனம்..,Hate-Speech,tamil_dataset
கருணாநிதி தமிழன்.,Non-Hate-Speech,tamil_dataset
Antha sp pandiyarajan avanka pondati number send vankunka namma video edupom apaum namala kapathurana papom,Hate-Speech,tamil_dataset
மீத்தேனுக்கு கையெழுத்து போட்டது யாரு?,Non-Hate-Speech,tamil_dataset
@Ganesh Sankar பரம்பரை கொத்தடிமை போல.,Non-Hate-Speech,tamil_dataset
15லட்சம். ஹிந்தி. காரா. ஊழியர் யர்கள். வேலை. செய்கிறார்கள். ஹிந்தி. தானாகவே. உள்ளே வந்து விட்டது,Non-Hate-Speech,tamil_dataset
நீங்கள் சுகபோகமாக வாழ ஏன்டா மக்களை ஏமாற்றரீங்க,Non-Hate-Speech,tamil_dataset
. Nee  um  unga  appanum  than  da  pol  indian,Non-Hate-Speech,tamil_dataset
@Prithiviraj peiriyalagan சார் என்ன JNU ல படிச்சீங்களா.. சீமான் சொல்றத எல்லாம் இங்க தூக்கிட்டு வராதீங்க 🙏🙏,Non-Hate-Speech,tamil_dataset
"Your. Explain vere vele level 
#Go home gota",Non-Hate-Speech,tamil_dataset
"Suppar Leader  to
KALAINGAR KARUNANADHI",Non-Hate-Speech,tamil_dataset
Nedunjaliyaan is the real hero...,Non-Hate-Speech,tamil_dataset
Antha pandiarajan naai veetlaum apdi nadanthathan puthi Varunm Pola,Non-Hate-Speech,tamil_dataset
முழுத் திருட்டுப் பய  அவனும் சரித்திரத்தில இடம்  பிடித்து விட்டான்   அதற்க்கு நானும் ஒரு வகையில் உடந்தையாக இருந்து விட்டேன்  இன்று அந்த தவறை உணர்கிறேன்,Non-Hate-Speech,tamil_dataset
Day thevidiya paiya kora panniyapa seruppu,Hate-Speech,tamil_dataset
Ivanunga innum uyuroda irukarafha nenacha  en vayiru eridhu,Hate-Speech,tamil_dataset
apo aripu eduthu pona potta naaigalukum ithe thandanai kuduka vendum,Hate-Speech,tamil_dataset
அரசன் அன்று கொள்வான்.... தெய்வம் நின்று கொல்லும்.... இன்னும் இருக்கிறது.... இங்கே இந்த கொடூர கொலைக்கு துணை போன கயவர்கள் உத்தமர்களாக வலம் வருகிறார்கள்.... அவர்களுக்கு உண்மை தெரியாமல் முட்டாள் மக்கள் வெஞ்சாமரம் வீசுவது துர்திஷ்டம்,Non-Hate-Speech,tamil_dataset
See you tube (tb Joshua heald Muslim man),Non-Hate-Speech,tamil_dataset
Unnum edhuku oru வழி varala sad truth,Non-Hate-Speech,tamil_dataset
🤣🤣🤣 Aiyooo Pavam,Non-Hate-Speech,tamil_dataset
ஆங்கிலம் யார் உருவாக்குனா,Non-Hate-Speech,tamil_dataset
"கரு. பழனியப்பன் சொல்வதில் உண்மை கிடையாது மொழி தெரிந்திருந்தால் அங்கும் நம் புத்திசாலித்தனம் தளத்தில் அங்கேயும் ஆளுமை செய்யலாம். அது புரியாமல் மலிவான, கேவலமான, ஈனத்தனமான வாதம் கரு பழனியப்பன் வெட்கித் தலை குனியவேண்டும் இவனெல்லாம் பச்சோந்தி, சொம்பு தூக்கி, எடுபிடி, வெட்கமில்லாமல், மலம் தின்னும் இழிபிறவி",Hate-Speech,tamil_dataset
"1953 ல MGR கட்சியில் சேர்ந்தாரு, Dmk 1967 ல தான் ஆட்சியை பிடித்தது",Non-Hate-Speech,tamil_dataset
Dai palanippa nee mattum enkaila mattana saanila mukkiya seruppala adippen da,Hate-Speech,tamil_dataset
Unakku pesa solliya kodakunum. Perumpechide nee.,Non-Hate-Speech,tamil_dataset
Excellent 👌👌👌👌👌,Non-Hate-Speech,tamil_dataset
மக்கள்.கண்ணீர்.சும்மா.விடாது,Non-Hate-Speech,tamil_dataset
Naya vanjagan karuna,Non-Hate-Speech,tamil_dataset
"He is the rogue of Tamil nadu politics, Tamil Nadu values stated going down the drain after this most corrupt politician started ruling, when Anna was in death bed, he started playing politics to gain CM post, he is a blot in Tamil Nadu politics which is continuing today.",Non-Hate-Speech,tamil_dataset
சரி அல்ல பேச்சு.,Non-Hate-Speech,tamil_dataset
கடன் பட்டார் நெஞ்சம் போல் கலங்கினான் இலங்கை வேந்தன் ஆதலால் இந்த ராஜபக்ஷ அரக்கர்கள் தான் காரணம் 😁,Non-Hate-Speech,tamil_dataset
பச்சை காந்தி,Non-Hate-Speech,tamil_dataset
@praveen jai ooruku oru wife marrying adopted daughter degrading tamil literature  there is no such word  dravidum thus telugu politicians  fooling tamils in the name of dravidam,Hate-Speech,tamil_dataset
Asari thayoli thirunavukarasu pollachi pakam vantharatha,Hate-Speech,tamil_dataset
அப்புறம்எதுக்குடாதமிழ்நாட்டில். சிபிஎஸ்இ. பள்ளியில்மட்டும்ஹிந்தநடத்த. அனுமதிக்கிரேங்க. பீ. தின்னி. மூதேவிங்களா,Hate-Speech,tamil_dataset
Avanugalai tookkil podunga,Hate-Speech,tamil_dataset
சோத்துக்கே இந்தியா சு×× ஊ××புற உனக்கு இவ்வளோ அதுப்பு இருக்குல்ல.,Non-Hate-Speech,tamil_dataset
Eppo bjp vandado,Non-Hate-Speech,tamil_dataset
தமிழ் நாட்டில் தமிழ் தெரியலைனா கவர்மென்ட் வேலைக்கு எடுக்கூடாது,Non-Hate-Speech,tamil_dataset
மூத்திரம் குடிக்கும் ரெண்டு சங்கிகள் இஞ்சி தின்ன குரங்கு மாதிரி பார்க்கிறானுக.,Hate-Speech,tamil_dataset
அடுத்த கடவுள் உதயநிதி ஸ்டாலின்,Non-Hate-Speech,tamil_dataset
வேற என்ன எம்ஜிஆர் போட்ட பிச்சை தான்,Non-Hate-Speech,tamil_dataset
ஊழலுக்கு தகப்பன்,Non-Hate-Speech,tamil_dataset
Kamakoduranaaingala petha erumaigala ena pananga,Hate-Speech,tamil_dataset
தலைவர் கலைஞர் அரசியல் சாணக்கியர் என்பது நூற்றுக்கு நூறு உண்மை 👍,Non-Hate-Speech,tamil_dataset
புத்தரே எங்கள் நாட்டு தெய்வம் என்று கொக்கரித்து விட்டு இந்தியா சென்று திருப்பதி பெருமாளை தரிசனம்செய்தாரே!இருவரும் கைவிட்டனரா?,Non-Hate-Speech,tamil_dataset
அப்படியே எடப்பாடி பழனிச்சாமி முதல்வரான கதையை ( உன்மையான கதையை மட்டும் சொல்லவும் பொய்யை சொன்னால் செருப்பால் அடிப்பேன்,Non-Hate-Speech,tamil_dataset
@Abraham Alfones theriyum da oasi soru,Non-Hate-Speech,tamil_dataset
நல்ல நிர்வாக திறமை மற்றும் தமிழ் மொழி புலமை மிக்கவர். மத்திய அரசு உடன் நடுநிலை வகித்தது தமிழ்நாடு மாநிலத்தில் வளர்ச்சிக்கு உறுதுணையாக இருந்தவர்,Non-Hate-Speech,tamil_dataset
@MK MK காங்கிரஸில் இருந்த காமராஜர் செய்தார்,Non-Hate-Speech,tamil_dataset
I'm SK KumAr unga comment ku hatz off.  thamizh nadu thamizharke,Non-Hate-Speech,tamil_dataset
சார் ஒரே பீ நாத்தம் சார் ஒரே பீ நாத்தம் சார் ஒரே பீ நாத்தம் சார் ஒரே பீ நாத்தம் சார் ஒரே பீ நாத்தம் சார் ஒரே பீ நாத்தம் சார் ஒரே பீ நாத்தம் சார் ஒரே பீ நாத்தம் சார் ஒரே பீ நாத்தம் சார் ஒரே பீ நாத்தம் சார்,Non-Hate-Speech,tamil_dataset
பொண்ணுங்க கவனமாக இருந்திருந்தா இந்த மாறி பாவிங்களிடம் மாட்டி கொள்ளாமல் தப்பி இருக்கலாம் ஒருத்தன் வர சொன்னான கண்ணை மூடிக் கொண்டு போகக்கூடாது,Non-Hate-Speech,tamil_dataset
