Post,Labels Set,Dataset,Processed_Post
உதவி செய்வது நல்ல பழகக்கம்  வாழ்த்துக்கள்,0,tamil_dataset,உதவி செய்வது நல்ல பழகக்கம் வாழ்த்துக்கள்
கரு(த்து) பழனியப்பன் !!!,0,tamil_dataset,கரு(த்து) பழனியப்பன் !!!
Long live kalaignar fame.,0,tamil_dataset,Long live kalaignar fame.
Shanth sha actually நிறைய விலங்கினங்களில் இந்த மாதிரியான  நடத்தைகள scientists observe பற்றி இருக்காங்க!,0,tamil_dataset,Shanth sha actually நிறைய விலங்கினங்களில் இந்த மாதிரியான நடத்தைகள scientists observe பற்றி இருக்காங்க!
70% or more people in India speaks hindi only. One much note first of all we can go anywhere in our country if  we know hindi. Knowing language is not a wrong thing,0,tamil_dataset,70% or more people in India speaks hindi only. One much note first of all we can go anywhere in our country if we know hindi. Knowing language is not a wrong thing
Poda porampoku poompala pooriki,1,tamil_dataset,Poda porampoku poompala pooriki
Good speech and bold speech ..still looking same school kid,1,tamil_dataset,Good speech and bold speech ..still looking same school kid
அவங்க பொண்ணுதான் voice மட்டும் lightly boys அவ்ளோதான் ...think always positive 😎,0,tamil_dataset,அவங்க பொண்ணுதான் voice மட்டும் lightly boys அவ்ளோதான் ...think always positive 
backround music irittate ah irukku,0,tamil_dataset,backround music irittate ah irukku
Don<sq>t visit srilanka.  1st sfty  yourself.,1,tamil_dataset,Dont visit srilanka. 1st sfty yourself.
கள்ள பண்டி கோட்டக்கு நல்லா குடு,1,tamil_dataset,கள்ள பண்டி கோட்டக்கு நல்லா குடு
உங்கள் எண்ணங்கள் இறைவன் தீர்த்து வைப்பார்🙏🙏,0,tamil_dataset,உங்கள் எண்ணங்கள் இறைவன் தீர்த்து வைப்பார்
அளவிற்கு மீறின சுதந்திரம் ..சமுதாயத்தில் இத பத்தி பேசினா ..வளருது என்றால் ..ஏன்‌ பேசனும்‌ ..பட  நடிகர்கள் ஓடினர் ஆ இருந்தா ..அத பத்தி எனக்கு கவலை இல்லை ..என்ன பொருத்த வர சாதாரண ‌மனித தான்‌..நெற்றி‌ கண் திறப்பினும்‌ குற்றம் குற்றமே ..என்பது போல ...இது ..தவறுதான்‌ ..இதற்கு உண்டான..விளைவை..நாம்‌ அனைவரும்‌ சேர்ந்து தான்‌ சந்திக்க நேரிடும்‌ ..,1,tamil_dataset,அளவிற்கு மீறின சுதந்திரம் ..சமுதாயத்தில் இத பத்தி பேசினா ..வளருது என்றால் ..ஏன்‌ பேசனும்‌ ..பட நடிகர்கள் ஓடினர் ஆ இருந்தா ..அத பத்தி எனக்கு கவலை இல்லை ..என்ன பொருத்த வர சாதாரண ‌மனித தான்‌..நெற்றி‌ கண் திறப்பினும்‌ குற்றம் குற்றமே ..என்பது போல ...இது ..தவறுதான்‌ ..இதற்கு உண்டான..விளைவை..நாம்‌ அனைவரும்‌ சேர்ந்து தான்‌ சந்திக்க நேரிடும்‌ ..
பொள்ளாச்சி ஒரு அநாகரீகமான ஊர் பொள்ளாச்சியில் பெண் எடுப்பதும் கொடுப்பதும் ஏன்என்றால் ்அங்கு வாழ்பவர்கள் பெண்பித்தர்களும் தேவடியாக்களும் வாழும் இடம் மக்கள் போவதைந் தவி்ர்ப்பது பெண்களுக்கு நல்லது☠️☠️👽,1,tamil_dataset,பொள்ளாச்சி ஒரு அநாகரீகமான ஊர் பொள்ளாச்சியில் பெண் எடுப்பதும் கொடுப்பதும் ஏன்என்றால் ்அங்கு வாழ்பவர்கள் பெண்பித்தர்களும் தேவடியாக்களும் வாழும் இடம் மக்கள் போவதைந் தவி்ர்ப்பது பெண்களுக்கு நல்லது
Anuradha S ennanu sollungha?,0,tamil_dataset,Anuradha S ennanu sollungha?
Loosipponnya,1,tamil_dataset,Loosipponnya
Aravaani,1,tamil_dataset,Aravaani
இயேசுகிறிஸ்து மனிதர்களுக்காக சாபமானார்,0,tamil_dataset,இயேசுகிறிஸ்து மனிதர்களுக்காக சாபமானார்
திருட்டு திமுக 😈,1,tamil_dataset,திருட்டு திமுக 
Arumaiyaha  sonneerhal.,0,tamil_dataset,Arumaiyaha sonneerhal.
திருநங்கைகளை பாவம் என்று சொல்வதே தவறு. அவர்களின் அட்டகாசம் எல்லா இடங்களிலுமே உள்ளது. கேவலமாக பேசுவதே அவர்களின் வழக்கம். ஒரு முறை பேருந்து பயணத்தின் போது     ஐந்து ரூபாய் தந்தேன்  பத்து ரூபாய் தந்தால் குறைந்தா போவாய் என்று திட்டுகிறார்கள். இவர்களை கண்டு சமூகம் பயப்படுகிறது.,1,tamil_dataset,திருநங்கைகளை பாவம் என்று சொல்வதே தவறு. அவர்களின் அட்டகாசம் எல்லா இடங்களிலுமே உள்ளது. கேவலமாக பேசுவதே அவர்களின் வழக்கம். ஒரு முறை பேருந்து பயணத்தின் போது ஐந்து ரூபாய் தந்தேன் பத்து ரூபாய் தந்தால் குறைந்தா போவாய் என்று திட்டுகிறார்கள். இவர்களை கண்டு சமூகம் பயப்படுகிறது.
நாசமா போனவன் செத்து தெலையிரானும் இல்லை,1,tamil_dataset,நாசமா போனவன் செத்து தெலையிரானும் இல்லை
முக பாவனை அருமை நண்பா படத்தில் நடிக்க வாழ்த்து📽️📽️😜😜😜,0,tamil_dataset,முக பாவனை அருமை நண்பா படத்தில் நடிக்க வாழ்த்து
இனி ஆண்கள் பாலியல் பலாத்காரம் மற்றும் வன்கொடுமை நடக்கும்.,1,tamil_dataset,இனி ஆண்கள் பாலியல் பலாத்காரம் மற்றும் வன்கொடுமை நடக்கும்.
என் அன்பு தோழர்களே ஒரு ஆண் உடலளவில் ஆணாகவும் மனதளவில் பெண்ணாகவும் ஒரு பெண் மனதளவில் ஆணாகவும் உடலளவில் பெண்ணாகவும் இருகிருகள் என்பதை நாங்கள் உணர வேண்டும் அறிவியல் சார்ந்து புரிந்து கொள்ள வேண்டும் அவர்கள் மனதை நாங்கள் புரிந்து கொள்ள வேண்டும் இந்த காணொளியில் ஒரு பெண் உடல் கொண்ட ஆண் சகோதரர் ஆவார் என்பதை உணர்வீர் அவரது சிரிப்பில் இருக்கும் கோபம் உணர்வீர்,0,tamil_dataset,என் அன்பு தோழர்களே ஒரு ஆண் உடலளவில் ஆணாகவும் மனதளவில் பெண்ணாகவும் ஒரு பெண் மனதளவில் ஆணாகவும் உடலளவில் பெண்ணாகவும் இருகிருகள் என்பதை நாங்கள் உணர வேண்டும் அறிவியல் சார்ந்து புரிந்து கொள்ள வேண்டும் அவர்கள் மனதை நாங்கள் புரிந்து கொள்ள வேண்டும் இந்த காணொளியில் ஒரு பெண் உடல் கொண்ட ஆண் சகோதரர் ஆவார் என்பதை உணர்வீர் அவரது சிரிப்பில் இருக்கும் கோபம் உணர்வீர்
நாம் தமிழர் கட்சி ல mla தேர்தலில் தெரியும் ல i am ntk சீமான் தம்பி bro அவர்களிடம் சொல்லுங்க அவர்கள் வாழ்க்கை முன்னேறும்..,0,tamil_dataset,நாம் தமிழர் கட்சி ல mla தேர்தலில் தெரியும் ல i am ntk சீமான் தம்பி bro அவர்களிடம் சொல்லுங்க அவர்கள் வாழ்க்கை முன்னேறும்..
இவன் பொன்புடியன் பொன்ஸ் அத்துல் ஹமீத் ஷரயி 😡,1,tamil_dataset,இவன் பொன்புடியன் பொன்ஸ் அத்துல் ஹமீத் ஷரயி 
Karunaanudhi Mela evolo vimarsangal vanthuruku...apo avolokulla avaru Tamilnadu politics kadaisi varaikum king ah irunthurukaaru,0,tamil_dataset,Karunaanudhi Mela evolo vimarsangal vanthuruku...apo avolokulla avaru Tamilnadu politics kadaisi varaikum king ah irunthurukaaru
செத்து போய்டா 😜,1,tamil_dataset,செத்து போய்டா 
You Bastad,1,tamil_dataset,You Bastad
Keri mosal 🐇😹,1,tamil_dataset,Keri mosal 
அண்ணா ரொம்ப கஷ்டம் ஆ இருக்கு... அழுகையை நிறுத்த முடியல... ரொம்ப அழுதுட்டேன் 😣😣😣😣😥😥,0,tamil_dataset,அண்ணா ரொம்ப கஷ்டம் ஆ இருக்கு... அழுகையை நிறுத்த முடியல... ரொம்ப அழுதுட்டேன் 
"கழட்டிப் போட்டு..அஅடிச்சிப்பாங்க, -",0,tamil_dataset,"கழட்டிப் போட்டு..அஅடிச்சிப்பாங்க, -"
உன் மண்டையில மூலை நிறையா இருக்குப்பா,0,tamil_dataset,உன் மண்டையில மூலை நிறையா இருக்குப்பா
All banana coming waiting,1,tamil_dataset,All banana coming waiting
Haaaaa கலா மாஸ்டர நீண்ட இடைவெளிக்கு பிரகு சுகமா இருக்கிங்களா,1,tamil_dataset,Haaaaa கலா மாஸ்டர நீண்ட இடைவெளிக்கு பிரகு சுகமா இருக்கிங்களா
"இந்த சகோதரி தாண்ட இறைவன்,🥰💯💖",0,tamil_dataset,"இந்த சகோதரி தாண்ட இறைவன்,"
BSM நான் லெஸ்போ கிடையாது ஆனால் எங்கள் நாட்டில் அந்நாட்டு பெண்கள் அழைப்பு விடுத்துருக்கிறார்கள். அதில் விருப்பம் இல்லை. ஓரினச்சேர்க்கை குடும்பங்களை அழித்து விடும் காரணம் அங்கு காதல் இல்லை காமம் மட்டுமே.......,1,tamil_dataset,BSM நான் லெஸ்போ கிடையாது ஆனால் எங்கள் நாட்டில் அந்நாட்டு பெண்கள் அழைப்பு விடுத்துருக்கிறார்கள். அதில் விருப்பம் இல்லை. ஓரினச்சேர்க்கை குடும்பங்களை அழித்து விடும் காரணம் அங்கு காதல் இல்லை காமம் மட்டுமே.......
திருட்டு பயலுக்கு வரலாறு ஒருகேடு போங்கடா திமுக சொம்பு நாயே,1,tamil_dataset,திருட்டு பயலுக்கு வரலாறு ஒருகேடு போங்கடா திமுக சொம்பு நாயே
SP police KD,0,tamil_dataset,SP police KD
Kumari ivanukelam ne mariyathata kudukatha ma purinchaktha jenmam athuivanum athula oruthana irupan athan boys ku support so ivan kita pesi wasteivanukelam vanitha mathri pondati than varuva,1,tamil_dataset,Kumari ivanukelam ne mariyathata kudukatha ma purinchaktha jenmam athuivanum athula oruthana irupan athan boys ku support so ivan kita pesi wasteivanukelam vanitha mathri pondati than varuva
Mathu M எல்லாப் பொட்ட போலிஸும் பாத்துட்டு தான் இருக்கானுங்க ஜீ கேக்க மாட்டானுங்க,1,tamil_dataset,Mathu M எல்லாப் பொட்ட போலிஸும் பாத்துட்டு தான் இருக்கானுங்க ஜீ கேக்க மாட்டானுங்க
16:24,0,tamil_dataset,16:24
நான் எனது 20வது வயதில் Hostel ல் எனது நண்பனை அனுகி அவனுடன் செக்ஸ் செய்தேன் அவன் என்னுடன் செய்த  bromance யை romance என்று நினைத்தேன் ஆனால் அது தவறு என்று பிறகே புரிந்து கொண்டேன் செக்ஸ் செய்ய ஒரு handsome partner கிடைத்தான் ஆனால் நல்ல நண்பனை இழந்தேன் என்னுடன் எவ்வித எதிர்பார்ப்பும் இன்றி பழகிய ஒரு நண்பனை  இழந்தேன் ஆகையால் உங்களுக்கு sex செய்ய ஆள்  நிறைய கிடைக்கும் ஆனால் நல்ல நண்பன் கிடைக்க மாட்டான் குழப்பி கொள்ளாதீர்கள் முடிந்த வரை உங்கள் நெருங்கிய str8 நண்பர்கள் மீது sex thought யை வளர்த்து கொள்ளாதீர்கள் அதற்கு வேறு நிறைய நண்பர்கள் gay siteல் கிடைப்பார்கள் தயவுசெய்து நான் செய்த தவறை செய்யாதீர்கள் 🙏🙏🙏🙏❤️❤️❤️,0,tamil_dataset,நான் எனது 20வது வயதில் Hostel ல் எனது நண்பனை அனுகி அவனுடன் செக்ஸ் செய்தேன் அவன் என்னுடன் செய்த bromance யை romance என்று நினைத்தேன் ஆனால் அது தவறு என்று பிறகே புரிந்து கொண்டேன் செக்ஸ் செய்ய ஒரு handsome partner கிடைத்தான் ஆனால் நல்ல நண்பனை இழந்தேன் என்னுடன் எவ்வித எதிர்பார்ப்பும் இன்றி பழகிய ஒரு நண்பனை இழந்தேன் ஆகையால் உங்களுக்கு sex செய்ய ஆள் நிறைய கிடைக்கும் ஆனால் நல்ல நண்பன் கிடைக்க மாட்டான் குழப்பி கொள்ளாதீர்கள் முடிந்த வரை உங்கள் நெருங்கிய str8 நண்பர்கள் மீது sex thought யை வளர்த்து கொள்ளாதீர்கள் அதற்கு வேறு நிறைய நண்பர்கள் gay siteல் கிடைப்பார்கள் தயவுசெய்து நான் செய்த தவறை செய்யாதீர்கள் 
PodaaPorikkiKarunaaye,1,tamil_dataset,PodaaPorikkiKarunaaye
இந்த புரிதலை வரவேற்க வேண்டும்,0,tamil_dataset,இந்த புரிதலை வரவேற்க வேண்டும்
හරක් මස් කන්නෙ නැති නිසා හොඳයි 🤮,1,tamil_dataset,හරක් මස් කන්නෙ නැති නිසා හොඳයි 
அருமையான பேச்சு 👍 வாழ்த்துக்கள் சார்.,0,tamil_dataset,அருமையான பேச்சு  வாழ்த்துக்கள் சார்.
இவர்களை ஏன் என்கவுன்டர் செய்ய கூடாது,1,tamil_dataset,இவர்களை ஏன் என்கவுன்டர் செய்ய கூடாது
Police kuda  irukangalo ennavo 😏 avanungalukum oru nall nadakkum ellam appo theriyum da 😡,0,tamil_dataset,Police kuda irukangalo ennavo  avanungalukum oru nall nadakkum ellam appo theriyum da 
அருமை அருமை அருமையான பேச்சு சகோதரரே,0,tamil_dataset,அருமை அருமை அருமையான பேச்சு சகோதரரே
Pitantatu Tamilnadu da broker group payaley,0,tamil_dataset,Pitantatu Tamilnadu da broker group payaley
கிழட்டு வயசில் கொழந்தையை ரேப் பண்ணின அயோக்கியப் பயலால் உலகமே சமாதானத்தை தொலைத்து நிற்கிறது.,1,tamil_dataset,கிழட்டு வயசில் கொழந்தையை ரேப் பண்ணின அயோக்கியப் பயலால் உலகமே சமாதானத்தை தொலைத்து நிற்கிறது.
"டேய் பன்னாட பன்னியப்பா பிரிவனை வாத கும்பல்.இந்துக்களிடையே சாதியையும்,கடவுளையும் வைத்து வியாபார கூட்டம்.",1,tamil_dataset,"டேய் பன்னாட பன்னியப்பா பிரிவனை வாத கும்பல்.இந்துக்களிடையே சாதியையும்,கடவுளையும் வைத்து வியாபார கூட்டம்."
"ஏன்டா பாடு உங்களுக்கெல்லாம் வள்ளுவர் பத்தி பேச என்னடா உரிமை இருக்கு 
வள்ளுவர் திராவிட பத்தி எந்த இடத்தில்  சொல்லிருக்காரு திராவிட கொள்கை உள்ள நீங்களெல்லாம்தமிழைப் பற்றியும் தமிழனை பற்றியும்
உங்களுக்கெல்லாம் என்ன அருகதை இருக்கு நாய்களா",1,tamil_dataset,ஏன்டா பாடு உங்களுக்கெல்லாம் வள்ளுவர் பத்தி பேச என்னடா உரிமை இருக்கு வள்ளுவர் திராவிட பத்தி எந்த இடத்தில் சொல்லிருக்காரு திராவிட கொள்கை உள்ள நீங்களெல்லாம்தமிழைப் பற்றியும் தமிழனை பற்றியும் உங்களுக்கெல்லாம் என்ன அருகதை இருக்கு நாய்களா
அன்பே சிவம் ❤️,0,tamil_dataset,அன்பே சிவம் 
அடுத்தது துரோகி கட்டுமரத்தின் எச்சங்களை துரத்தியடிப்பதே! 💪💪💪💪💪,0,tamil_dataset,அடுத்தது துரோகி கட்டுமரத்தின் எச்சங்களை துரத்தியடிப்பதே! 
"Sex என்பதை இறைவன் இனப்பெருக்கதிற்காகதான் படைத்தான்.ஆனால் sex என்பதே இவ்வுலகில் இல்லாமல் இருந்தால் உலகத்தில் பரிசுத்தமாக மனிதர்கள் இருந்திருப்பார்கள்னு தோனுது.விஜ்ஜான கண்டுபிடிப்புகள் மனிதனை ஆக்குவதற்காக இருக்க வேண்டும்.அழிபதற்காக இல்லை.விலகுகள்கூட இப்படி அறுவறுப்பாக நடந்து கொள்ளாது.ஏன் இந்த மனித இனம் கேவலமாக நடத்து கொள்ளுகிறது.விஜ்ஜானதை மிச்சின இறைவன் சக்தி ஒன்னு இருக்கு.விஜ்ஜானதால் இறந்தவனை உயிருள்ளவனா மாத்தமுடியுமா.இறைவன் பிறப்பு ,இறப்பு என்பதை படைத்தான் உங்களாள் முடிந்தால் உங்க விஜ்ஜானதை வைத்து இறப்பை மாற்றுகள் பார்போம்.சாவல்லாக சொல்லுகிறேன் முடியாது.யாராக இருந்தாலும் இறப்பு என்பது வந்தேஆகும்.எப்போது ஓரினச்சேர்கை அதிகம் ஆகுதோ அப்போது உலகம் அழிய போகுதுகிற அடையாளம்.எவன் ஒருவன் மனஇச்சைக்கு அடிமையாகி வாழ்கிறானோ அவன் நரகதிற்கு செல்லுவான்.நரகம் மனஇச்சையைகொண்டு முடப்பட்டுள்ளது.குர்ஆன் படிபவர்களுக்கு தெரியும் ஓரினச்சேர்க்கை மறுமைநாளின் அடையாளம் என்று.ஓரினச்சேர்கையாளர்களாள்தான் இறைவன் எய்ட்ஸ் என்கிற கொடிய நோய்யை அனுப்பினான்.விஜ்ஜானதால் எய்ட்ஸ் நோய்க்கு மருந்து கண்டுபிடியுங்கள் பார்போம்.அது இறைவன் கண்ணியம் இல்லாதவருக்கும் ஓரினசேர்கையாளுக்கும் தண்டனை இது.இறைவன் நம்மை பார்கிறான் அடுத்த நொடி நிரந்தரம் இல்லை இவ்வுலகில்.",1,tamil_dataset,"Sex என்பதை இறைவன் இனப்பெருக்கதிற்காகதான் படைத்தான்.ஆனால் sex என்பதே இவ்வுலகில் இல்லாமல் இருந்தால் உலகத்தில் பரிசுத்தமாக மனிதர்கள் இருந்திருப்பார்கள்னு தோனுது.விஜ்ஜான கண்டுபிடிப்புகள் மனிதனை ஆக்குவதற்காக இருக்க வேண்டும்.அழிபதற்காக இல்லை.விலகுகள்கூட இப்படி அறுவறுப்பாக நடந்து கொள்ளாது.ஏன் இந்த மனித இனம் கேவலமாக நடத்து கொள்ளுகிறது.விஜ்ஜானதை மிச்சின இறைவன் சக்தி ஒன்னு இருக்கு.விஜ்ஜானதால் இறந்தவனை உயிருள்ளவனா மாத்தமுடியுமா.இறைவன் பிறப்பு ,இறப்பு என்பதை படைத்தான் உங்களாள் முடிந்தால் உங்க விஜ்ஜானதை வைத்து இறப்பை மாற்றுகள் பார்போம்.சாவல்லாக சொல்லுகிறேன் முடியாது.யாராக இருந்தாலும் இறப்பு என்பது வந்தேஆகும்.எப்போது ஓரினச்சேர்கை அதிகம் ஆகுதோ அப்போது உலகம் அழிய போகுதுகிற அடையாளம்.எவன் ஒருவன் மனஇச்சைக்கு அடிமையாகி வாழ்கிறானோ அவன் நரகதிற்கு செல்லுவான்.நரகம் மனஇச்சையைகொண்டு முடப்பட்டுள்ளது.குர்ஆன் படிபவர்களுக்கு தெரியும் ஓரினச்சேர்க்கை மறுமைநாளின் அடையாளம் என்று.ஓரினச்சேர்கையாளர்களாள்தான் இறைவன் எய்ட்ஸ் என்கிற கொடிய நோய்யை அனுப்பினான்.விஜ்ஜானதால் எய்ட்ஸ் நோய்க்கு மருந்து கண்டுபிடியுங்கள் பார்போம்.அது இறைவன் கண்ணியம் இல்லாதவருக்கும் ஓரினசேர்கையாளுக்கும் தண்டனை இது.இறைவன் நம்மை பார்கிறான் அடுத்த நொடி நிரந்தரம் இல்லை இவ்வுலகில்."
🤫🤫🤫🤫🎼🚣🌍 யார் இது,0,tamil_dataset, யார் இது
திருநங்கை கவலைபடாதிங்க என்றாவது நல்லதே நடக்கும் கவலைவேன்டாம்,0,tamil_dataset,திருநங்கை கவலைபடாதிங்க என்றாவது நல்லதே நடக்கும் கவலைவேன்டாம்
செக்ஸ் என்றால்  இனைப் பெருக்கம்,1,tamil_dataset,செக்ஸ் என்றால் இனைப் பெருக்கம்
Oatharam udaiyaar iduppula salangai katti 🤣🤣,1,tamil_dataset,Oatharam udaiyaar iduppula salangai katti 
Fire 🚒 van vara sollava anaikka,0,tamil_dataset,Fire  van vara sollava anaikka
"எங்களுடைய உறவுகளின் ஜனாஸாக்களை எரித்ததன் மூலம் ஒட்டு மொத்த உலகத்தில் உள்ள அனைத்து முஸ்லீம்களின் மனங்களையும் எரித்தீர்களே...
அந்த சாபம்.",0,tamil_dataset,எங்களுடைய உறவுகளின் ஜனாஸாக்களை எரித்ததன் மூலம் ஒட்டு மொத்த உலகத்தில் உள்ள அனைத்து முஸ்லீம்களின் மனங்களையும் எரித்தீர்களே... அந்த சாபம்.
பயம்வேன்டாம்.பாதி.கேள்விக்கு.பதில்.இல்லையே,0,tamil_dataset,பயம்வேன்டாம்.பாதி.கேள்விக்கு.பதில்.இல்லையே
He was sick all these days,1,tamil_dataset,He was sick all these days
"வரவேற்க்கதக்க தீர்ப்பு.ஆண்,பெண் என்ற வித்தியாசம் மறையும்.தனக்கு பிடித்த ஒரு பாலினத்தை தேர்வு செய்யும் உரிமையை மக்களுக்கு உச்சநிதீமன்றம் வழங்கியுள்ளது.",0,tamil_dataset,"வரவேற்க்கதக்க தீர்ப்பு.ஆண்,பெண் என்ற வித்தியாசம் மறையும்.தனக்கு பிடித்த ஒரு பாலினத்தை தேர்வு செய்யும் உரிமையை மக்களுக்கு உச்சநிதீமன்றம் வழங்கியுள்ளது."
"செனிலா திருநங்கை உங்கள் மீது அன்பும் பாசமும் வைத்து உள்ளேன் , கணேஷ்  3/10,  அக்ரஹாரம்  கிழ முன்னிர்பள்ளம்",0,tamil_dataset,"செனிலா திருநங்கை உங்கள் மீது அன்பும் பாசமும் வைத்து உள்ளேன் , கணேஷ் 3/10, அக்ரஹாரம் கிழ முன்னிர்பள்ளம்"
ஏன் டா ஒருவனுக்கு 3 நேர கஞ்சிக்கே இல்லையாம் எழுந்து நிற்கவே வக்கில்லையாம் இதில bat தூக்கி கிரிக்கட் ஆடப்போறானாம். இதை பார்க்க ஒரு கூட்டம் தூ,1,tamil_dataset,ஏன் டா ஒருவனுக்கு 3 நேர கஞ்சிக்கே இல்லையாம் எழுந்து நிற்கவே வக்கில்லையாம் இதில bat தூக்கி கிரிக்கட் ஆடப்போறானாம். இதை பார்க்க ஒரு கூட்டம் தூ
He is Vijay friend,1,tamil_dataset,He is Vijay friend
"Makkalkku thevai akkappanihal thaan 

Viittil thottam amaippom Maadiyil thottam Maadiyil thottam amaippom kaaikanihal parippom 

Kaiyaithattinaal koronaal pohum  ?",0,tamil_dataset,Makkalkku thevai akkappanihal thaan Viittil thottam amaippom Maadiyil thottam Maadiyil thottam amaippom kaaikanihal parippom Kaiyaithattinaal koronaal pohum ?
இந்த திருநங்கை தொல்லை தாங்கமுடியல,1,tamil_dataset,இந்த திருநங்கை தொல்லை தாங்கமுடியல
மூஞ்சிய பாரு ஹோமோ செக்ஸிக்கு பிறந்த குடும்பம்,1,tamil_dataset,மூஞ்சிய பாரு ஹோமோ செக்ஸிக்கு பிறந்த குடும்பம்
ஒரு வருஷத்துக்கு முன்னாடி என் சித்தப்பா இருந்தப்போ கடைசியா அழுதன் கண்ணீர் விட்டு. இப்போ இந்த வீடியோ பாக்கும்போது அழறன். அந்த தோழி ஆடுனாங்க அப்போ control பண்ண முடியல பயங்கரமா அழுதுட்டேன்... நடிப்புனு தெரிஞ்சும் அழ வச்சிடீங்க. வாழ்த்துக்கள் 💖💝💖💝,0,tamil_dataset,ஒரு வருஷத்துக்கு முன்னாடி என் சித்தப்பா இருந்தப்போ கடைசியா அழுதன் கண்ணீர் விட்டு. இப்போ இந்த வீடியோ பாக்கும்போது அழறன். அந்த தோழி ஆடுனாங்க அப்போ control பண்ண முடியல பயங்கரமா அழுதுட்டேன்... நடிப்புனு தெரிஞ்சும் அழ வச்சிடீங்க. வாழ்த்துக்கள் 
தம்பி வாழ்க வளமுடன் 💐👌👌👌,0,tamil_dataset,தம்பி வாழ்க வளமுடன் 
அது சரி | தப்பு யார் பேர்ல கற சொல்லுங்க,0,tamil_dataset,அது சரி | தப்பு யார் பேர்ல கற சொல்லுங்க
கோவில் சொத்துகளையும் பொது சொத்துகளையும் ஆட்டைய போட பிறந்த எங்கள் ஊழல் இன தலைவன் வாழ்க.,1,tamil_dataset,கோவில் சொத்துகளையும் பொது சொத்துகளையும் ஆட்டைய போட பிறந்த எங்கள் ஊழல் இன தலைவன் வாழ்க.
அப்புடி சொல்லாதீங்க அவங்க வாங்குன வரம் முடிஞ்சா உதவி பண்ணுங்க இல்லை அவுங்கள நிம்மதியா இருக்க விடுங்க,0,tamil_dataset,அப்புடி சொல்லாதீங்க அவங்க வாங்குன வரம் முடிஞ்சா உதவி பண்ணுங்க இல்லை அவுங்கள நிம்மதியா இருக்க விடுங்க
மத கருத்தை எங்கடா வளர்குர மதத்தை ஏன்டா அசிங்கபடுத்துற,0,tamil_dataset,மத கருத்தை எங்கடா வளர்குர மதத்தை ஏன்டா அசிங்கபடுத்துற
சாதாரணமா பேசலாம் எதற்காக  over acting,0,tamil_dataset,சாதாரணமா பேசலாம் எதற்காக over acting
Part 2 எப்ப வரும் pro அந்த அக்காவின் அன்பிற்கும் அரவனைப்பிர்கும் எனது 🌹🌹🌹மனமார்ந்த வாழ்த்து🌹🌹🌹🌹,0,tamil_dataset,Part 2 எப்ப வரும் pro அந்த அக்காவின் அன்பிற்கும் அரவனைப்பிர்கும் எனது மனமார்ந்த வாழ்த்து
Natta  ayicha kachi ithu,0,tamil_dataset,Natta ayicha kachi ithu
பாலிமர் செய்திகலுக்காக பாத்ரூம்லிருத்தூ பால்ராஜ் 😂😂,0,tamil_dataset,பாலிமர் செய்திகலுக்காக பாத்ரூம்லிருத்தூ பால்ராஜ் 
இவர்களுக்கு என்ன தண்டனை கொடுத்தார்கள் விவரம் வெளியில் வரவில்லை,0,tamil_dataset,இவர்களுக்கு என்ன தண்டனை கொடுத்தார்கள் விவரம் வெளியில் வரவில்லை
நாங்கள் தமிழர் கட்சி ல mla தேர்தலில் தெரியும் ல i am ntk சீமான் தம்பி bro அவர்களிடம் சொல்லுங்க அவர்கள் வாழ்க்கை முன்னேறும்..,0,tamil_dataset,நாங்கள் தமிழர் கட்சி ல mla தேர்தலில் தெரியும் ல i am ntk சீமான் தம்பி bro அவர்களிடம் சொல்லுங்க அவர்கள் வாழ்க்கை முன்னேறும்..
இது ஒரு மாதிரியான தேவடியாள்.அதாவது அறிப்பெடுத்து அலையும் Tomboy. .இதுமாதிரி நிறையப்பேர் கிளம்பி இருக்காங்க.விளம்பரம் தேடி நிறையப்பேசுற தேவடியாள்.,1,tamil_dataset,இது ஒரு மாதிரியான தேவடியாள்.அதாவது அறிப்பெடுத்து அலையும் Tomboy. .இதுமாதிரி நிறையப்பேர் கிளம்பி இருக்காங்க.விளம்பரம் தேடி நிறையப்பேசுற தேவடியாள்.
இவன் ஒரு லூஸ் நாட்டிற்க்கு தேவையில்லாதவன் தேசத்துரோகி இவனை எல்லாம் நாடுகடத்தினால் தமிழகம் முன்னேற்றம் அடையும்,1,tamil_dataset,இவன் ஒரு லூஸ் நாட்டிற்க்கு தேவையில்லாதவன் தேசத்துரோகி இவனை எல்லாம் நாடுகடத்தினால் தமிழகம் முன்னேற்றம் அடையும்
But Iwan Acting Konjam Parawa Illa Maththa Cringe Thailee vala partha,1,tamil_dataset,But Iwan Acting Konjam Parawa Illa Maththa Cringe Thailee vala partha
chandra lekha ஒரு ஒம்போது 9 க்காக இன்னோரு ஒம்போது 9  இவ்வளோ கஷ்ட்டபடுது,1,tamil_dataset,chandra lekha ஒரு ஒம்போது 9 க்காக இன்னோரு ஒம்போது 9 இவ்வளோ கஷ்ட்டபடுது
RAJKUMAR C,0,tamil_dataset,RAJKUMAR C
"Why is that play back audio of female, when there's a male host , u guys doing any gimmick according to her speech 😊😊😊 if it's so ... You are a bull shit",0,tamil_dataset,"Why is that play back audio of female, when there's a male host , u guys doing any gimmick according to her speech  if it's so ... You are a bull shit"
நீ என்ன avantatha uumba poriya,1,tamil_dataset,நீ என்ன avantatha uumba poriya
