Post,Labels Set,Dataset,Processed_Post,Labels 4
@mechetandixit याला बघा सगळ्यानी चुतिया बनवलाय https://t.co/MumTmYdmqT,1,hate_train,याला बघा सगळ्यानी चुतिया बनवलाय,PRFN
@TV9Marathi हे बिनडोक मोदींना पण टोले मारतं. याने कुस्तीत जास्त यश मिळवलं असतं.,1,hate_train,हे बिनडोक मोदींना पण टोले मारतं याने कुस्तीत जास्त यश मिळवलं असतं,OFFN
समाजवादी सांड भिडंत योजना,1,hate_train,समाजवादी सांड भिडंत योजना,HATE
@Pnayan3 असंय का?? 🤔 आमच्या वेळी दोनच ग्रुप असायचे हुशार आणि मठ्ठ 😂,0,hate_train,असंय का आमच्या वेळी दोनच ग्रुप असायचे हुशार आणि मठ्ठ,NOT
"@atullondhe अरे बिनडोक भारतात पहिले ग्रीक आले अन त्यांनीच सिंधू नदी चा उल्लेख केला तुझा बाप सांगून गेला का तुझी आई,भोसडीच्या मग तुझ्या आई बापाचे वंशज काय केसं उपटत बसले होते काय,त्यांनी जुने ग्रंथ पुराण वाचले होते की नाही🙁🙁😁😁😁😁🤣🤣🤣",1,hate_train,अरे बिनडोक भारतात पहिले ग्रीक आले अन त्यांनीच सिंधू नदी चा उल्लेख केला तुझा बाप सांगून गेला का तुझी आईभोसडीच्या मग तुझ्या आई बापाचे वंशज काय केसं उपटत बसले होते कायत्यांनी जुने ग्रंथ पुराण वाचले होते की नाही,PRFN
ज्यांनी बाबासाहेब पुरंदरे यांना महाराष्ट्र भूषण पुरस्कार द्यायला विरोध केला होता ते भपंक लोकं आता बाबासाहेब गेल्यावर गळा काढत आहेत हा ढोंगी पणा जनतेला कळतो आहे . बाबासाहेब यांना नक्कीच माफ करतील @Dev_Fadnavis @jitengajaria,1,hate_train,ज्यांनी बाबासाहेब पुरंदरे यांना महाराष्ट्र भूषण पुरस्कार द्यायला विरोध केला होता ते भपंक लोकं आता बाबासाहेब गेल्यावर गळा काढत आहेत हा ढोंगी पणा जनतेला कळतो आहे बाबासाहेब यांना नक्कीच माफ करतील,HATE
"एसटी कर्मचाऱ्यांच्याच भाकरी खाल्ल्या अन् त्यांच्याशीच गद्दारी केली. निदान खाल्ल्या घासाला तरी जागायचं ना!!! मॅनेज कुठले, हरामखोर! #STworkersstrike @advanilparab",1,hate_train,एसटी कर्मचाऱ्यांच्याच भाकरी खाल्ल्या अन् त्यांच्याशीच गद्दारी केली निदान खाल्ल्या घासाला तरी जागायचं ना मॅनेज कुठले हरामखोर,HATE
@Rutugna1 @MSEDCL झाटभर पावसात पण यांची पसरत असेल तर यांचं काय करायचं? MSED &amp; Co वीज बिल भरमसाठ देता तशी वीज पण द्या. 🤬🤬😡😡🤬🤬,1,hate_train,झाटभर पावसात पण यांची पसरत असेल तर यांचं काय करायचं वीज बिल भरमसाठ देता तशी वीज पण द्या,PRFN
"@abey_satya @Dev_Fadnavis वाकडतोंड्या म्हणतोय नेत्या लोकांनी पूरग्रस्त भागांचा दौरा करू नये..? का करू नये दौरा..? यांना रोगराई लागेल का.. का कोरोना व्हायला घाबरता आहे.. म्हणजे
हे आणि ह्यांचा परीवार सुरक्षित राहायला पाहिजे. जनता मेली तरी चालेल ह्यांना काय त्याच.. ह्यांच थोडीस काही नुकसान झाल आहे.",1,hate_train,वाकडतोंड्या म्हणतोय नेत्या लोकांनी पूरग्रस्त भागांचा दौरा करू नये का करू नये दौरा यांना रोगराई लागेल का का कोरोना व्हायला घाबरता आहे म्हणजे हे आणि ह्यांचा परीवार सुरक्षित राहायला पाहिजे जनता मेली तरी चालेल ह्यांना काय त्याच ह्यांच थोडीस काही नुकसान झाल आहे,OFFN
मनात अजून राज ठाकरे आहेत पण वर मोदींचा फोटो अडकवून ठेवलाय... शेवटी स्वतःचा फायदा महत्त्वाचा पक्षनिष्ठा विष्टे समान,0,hate_train,मनात अजून राज ठाकरे आहेत पण वर मोदींचा फोटो अडकवून ठेवलाय शेवटी स्वतःचा फायदा महत्त्वाचा पक्षनिष्ठा विष्टे समान,NOT
@khadaksingh_ ह्या मूर्ख बाईला पत्रकार कोणी बनवले देव जाणो . ह्या मूर्ख बाईला टीका अजिबात सहन होत नाही आणि ब्लॉक करत सुटते . असले चुतीया पत्रकार पण आहेत,1,hate_train,ह्या मूर्ख बाईला पत्रकार कोणी बनवले देव जाणो ह्या मूर्ख बाईला टीका अजिबात सहन होत नाही आणि ब्लॉक करत सुटते असले चुतीया पत्रकार पण आहेत,PRFN
"अग्रलेखात लफंगे, हिजडे असे शब्द वापरणारे अर्णबवर आक्षेप कसा घेऊ शकतात??",0,hate_train,अग्रलेखात लफंगे हिजडे असे शब्द वापरणारे अर्णबवर आक्षेप कसा घेऊ शकतात,NOT
किती तपास कौशल्य वाझे नी वापरली सर्व देश बघतोय.सर्व मुंब‌ई पोलीसांना क्राईम च्या क्रिम मध्ये हीस्सा मिळावा ते त्यांचे स्वप्न असते.एकटाच बोक्या कोणी बनु नये याची दक्षता ईथुन पुढे घेतली जावी.,0,hate_train,किती तपास कौशल्य वाझे नी वापरली सर्व देश बघतोयसर्व मुंबई पोलीसांना क्राईम च्या क्रिम मध्ये हीस्सा मिळावा ते त्यांचे स्वप्न असतेएकटाच बोक्या कोणी बनु नये याची दक्षता ईथुन पुढे घेतली जावी,NOT
उत्तर प्रदेशात 2017 पर्यंत शासकीय वैद्यकीय महाविद्यालयांमध्ये केवळ 1900 जागा होत्या. गेल्या चार वर्षांत डबल इंजिन सरकारने यात आणखी 1900 पेक्षा अधिक जागा वाढवल्या: पंतप्रधान @narendramodi https://t.co/02sIlRPALQ,0,hate_train,उत्तर प्रदेशात पर्यंत शासकीय वैद्यकीय महाविद्यालयांमध्ये केवळ जागा होत्या गेल्या चार वर्षांत डबल इंजिन सरकारने यात आणखी पेक्षा अधिक जागा वाढवल्या पंतप्रधान,NOT
@_PJ_Queen @Vamsooli @abhikhopade खर आहे. ट्विटर आणि जिओ मिळाले म्हणून काही ही टाकतात लोक...,0,hate_train,खर आहे ट्विटर आणि जिओ मिळाले म्हणून काही ही टाकतात लोक,NOT
""" महाराष्ट्र सरकार कुठे आहे ? "" हे शोधण्यासाठी आम्ही केंद्राकडे मागणी केली आहे",0,hate_train,महाराष्ट्र सरकार कुठे आहे हे शोधण्यासाठी आम्ही केंद्राकडे मागणी केली आहे,NOT
Air इंडिया टाटा ग्रुप ने विकत घेतल्यावर रतन टाटांचा विरोध होताना दिसत नाहीये मग फक्त दरवेळी आमच्यावरच अन्याय का होतो ? - अडाणी अंबानी अँड सन्स. @Manoj93Rane,0,hate_train,इंडिया टाटा ग्रुप ने विकत घेतल्यावर रतन टाटांचा विरोध होताना दिसत नाहीये मग फक्त दरवेळी आमच्यावरच अन्याय का होतो अडाणी अंबानी अँड सन्स,NOT
लहानपणी नवीन ड्रेसच्या नावावर जेव्हा वडिलांसाठी आणलेल्या कपड्यातील शिल्लक कापडातून आपल्याला शर्ट शिवून दिल्यावर घरचे समजूत काढताना👇 १२/२५ https://t.co/kBaJnJPYrL,0,hate_train,लहानपणी नवीन ड्रेसच्या नावावर जेव्हा वडिलांसाठी आणलेल्या कपड्यातील शिल्लक कापडातून आपल्याला शर्ट शिवून दिल्यावर घरचे समजूत काढताना १२२५,NOT
NEET व JEE होणाऱ्या परीक्षा रद्द करण्याबाबत प्रहार विद्यार्थी संघटना भंडारा यांनी दिले जिल्हाधिकारी मार्फत रमेश पोखरियाल निशंक केंद्रीय शिक्षामंत्री भारत सरकार यांना निवेदन देण्यात आले .,0,hate_train,व होणाऱ्या परीक्षा रद्द करण्याबाबत प्रहार विद्यार्थी संघटना भंडारा यांनी दिले जिल्हाधिकारी मार्फत रमेश पोखरियाल निशंक केंद्रीय शिक्षामंत्री भारत सरकार यांना निवेदन देण्यात आले,NOT
#Day58 फारसं काही विशेष नाही... चाप्टर तपासले... संध्याकाळी नदीवर मोठा फेरफटका... रात्री पिझ्झा आणि मांचुरियन. 🥱😴,0,hate_train,फारसं काही विशेष नाही चाप्टर तपासले संध्याकाळी नदीवर मोठा फेरफटका रात्री पिझ्झा आणि मांचुरियन,NOT
"@KishoriPednekar @AUThackeray @RupeshKadam03 @AmolGKirtikar @ShivSena @ShivsenaComms बाई , एका उमेदवाराचे डिपॅाझीट वाचवून दाखवा! गोवा राहूदे, मुंबईत तुम्हाला गारद करणार, मराठी माणूस येत्या निवडणूकीत, देश देव आणि धर्माला वाचवण्यासाठी शवसेना संपवणार आम्ही",1,hate_train,बाई एका उमेदवाराचे डिपॅाझीट वाचवून दाखवा गोवा राहूदे मुंबईत तुम्हाला गारद करणार मराठी माणूस येत्या निवडणूकीत देश देव आणि धर्माला वाचवण्यासाठी शवसेना संपवणार आम्ही,HATE
"सुशांतचा खून झाला आता तरी theory आहे, दाभोळकरांना दिवसाढवळ्या गोळ्या घातल्या होत्या,त्याचा तपास सुद्धा CBI कडे आहे,",0,hate_train,सुशांतचा खून झाला आता तरी आहे दाभोळकरांना दिवसाढवळ्या गोळ्या घातल्या होत्यात्याचा तपास सुद्धा कडे आहे,NOT
@Iajitdoval_ भारताचे गृहमंत्री मा.ना.श्री.अमित शाह जी🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳,0,hate_train,भारताचे गृहमंत्री मानाश्रीअमित शाह जी,NOT
"राज्यात नांदेड, अमरावती, मालेगाव येथे झालेल्या हिंसा व दंगलीचा निषेध करीत भाजपाने मुंबई उपनगर जिल्हाधिकारी कार्यालयासमोर केलेल्या आंदोलनात सहभागी झालो! https://t.co/G9LZxzEIVF",0,hate_train,राज्यात नांदेड अमरावती मालेगाव येथे झालेल्या हिंसा व दंगलीचा निषेध करीत भाजपाने मुंबई उपनगर जिल्हाधिकारी कार्यालयासमोर केलेल्या आंदोलनात सहभागी झालो,NOT
"मनापेक्षा अधिक सुपीक जागा कुठली ही नाही, कारण तिथे जे काही पेरले जाते ते निश्चितच वाढते.. मग ते विचार असो, द्वेष असो अथवा प्रेम!! #11pmWords",0,hate_train,मनापेक्षा अधिक सुपीक जागा कुठली ही नाही कारण तिथे जे काही पेरले जाते ते निश्चितच वाढते मग ते विचार असो द्वेष असो अथवा प्रेम,NOT
@amolmitkari22 @TV9Marathi मादरचोद बाजारू तुझी लायकी च नाही राज ठाकरे न विषयी बोलायची.,1,hate_train,मादरचोद बाजारू तुझी लायकी च नाही राज ठाकरे न विषयी बोलायची,PRFN
कोकण रेल्वेसाठी ऐतिहासिक दिवस!  पहिल्यांदाच इलेक्ट्रिक इंजिनवर एक्सप्रेस चालली. काल कोकण रेल्वेवरील दिवा ते रत्नागिरी धावणाऱ्या पॅसेंजर ट्रेनला इतिहासात पहिल्यांदाच इलेक्ट्रिक इंजिन जोडून चालवण्यात आले. कालपर्यंत कोकण रेल्वे मार्गावर केवळ डिझेलवर चालणारे इंजिन,0,hate_train,कोकण रेल्वेसाठी ऐतिहासिक दिवस पहिल्यांदाच इलेक्ट्रिक इंजिनवर एक्सप्रेस चालली काल कोकण रेल्वेवरील दिवा ते रत्नागिरी धावणाऱ्या पॅसेंजर ट्रेनला इतिहासात पहिल्यांदाच इलेक्ट्रिक इंजिन जोडून चालवण्यात आले कालपर्यंत कोकण रेल्वे मार्गावर केवळ डिझेलवर चालणारे इंजिन,NOT
"@brizpatil ताई ने महाभरती नाही केली, पण महाघोटाळा नक्की झाला, महापोर्टल बंद करून काळ्या यादीतील कंपण्या निवडणार हे कुठं सांगितले ताई, 👎🏴 विद्यार्थ्यांचा करेक्ट कार्यक्रम केला की हो तुम्ही @supriya_sule @CMOMaharashtra @Mpsc_Andolan @saamTVnews @TV9Marathi",0,hate_train,ताई ने महाभरती नाही केली पण महाघोटाळा नक्की झाला महापोर्टल बंद करून काळ्या यादीतील कंपण्या निवडणार हे कुठं सांगितले ताई विद्यार्थ्यांचा करेक्ट कार्यक्रम केला की हो तुम्ही,NOT
@Skipper_93 @TV9Marathi @NiteshNRane का रे भडखाऊ मराठी लांडया माजला का,1,hate_train,का रे भडखाऊ मराठी लांडया माजला का,OFFN
@News18lokmat केळी देणार फक्त,0,hate_train,केळी देणार फक्त,NOT
"@TV9Marathi हे सांगून तुम्ही कार्यकर्त्यांना टोप्या घाला, सामान्य मतदारांना मूर्ख बनवू शकत नाही... मुख्यमंत्री पद फक्त हट्टाने मिळवल्यानंतर हेच होणार, कामाचा कंटाळा दूसर काय?",1,hate_train,हे सांगून तुम्ही कार्यकर्त्यांना टोप्या घाला सामान्य मतदारांना मूर्ख बनवू शकत नाही मुख्यमंत्री पद फक्त हट्टाने मिळवल्यानंतर हेच होणार कामाचा कंटाळा दूसर काय,HATE
@migratorscave @Subkasach @kunalanilpatil @SarangaRanga मेंदू बंद होतो😂😂 होत असेल तुमचा. दिवसभर ट्विटर वर नसतो रे आम्ही😊,0,hate_train,मेंदू बंद होतो होत असेल तुमचा दिवसभर ट्विटर वर नसतो रे आम्ही,NOT
@KhatakeDatta होय का तुझ्या घरात काय कुत्री राहतात का मग उडायला कशाला बोलवत आहेत बाहेरचे कुत्रे येड्या भोकाच्या,1,hate_train,होय का तुझ्या घरात काय कुत्री राहतात का मग उडायला कशाला बोलवत आहेत बाहेरचे कुत्रे येड्या भोकाच्या,OFFN
@rajuparulekar बिल गेट्स सारखी नीच माणसचं या जगात जगू शकतात याचे सगे सोयरे आपल्या देशात देखील आहेत ते कोण हे पत्रकारांना चांगलेच माहिती आहेत या दरोडेखोरांनी सामान्य माणसाला अक्षरशः भिकेला लावले आणि स्वतः लसींच्या व अन्य औषधांच्या उत्पादनातून बक्कळ पैसे कमावले आणि कॉरोनाचे षडयंत्र रचले,1,hate_train,बिल गेट्स सारखी नीच माणसचं या जगात जगू शकतात याचे सगे सोयरे आपल्या देशात देखील आहेत ते कोण हे पत्रकारांना चांगलेच माहिती आहेत या दरोडेखोरांनी सामान्य माणसाला अक्षरशः भिकेला लावले आणि स्वतः लसींच्या व अन्य औषधांच्या उत्पादनातून बक्कळ पैसे कमावले आणि कॉरोनाचे षडयंत्र रचले,OFFN
@karan_chavhan2 @rajeshtope11 असा बोलतोय जसा मी तुझ्या बहिणीच्या मागे लागतो होतो. च्यायला चुतीया झाट्या.,1,hate_train,असा बोलतोय जसा मी तुझ्या बहिणीच्या मागे लागतो होतो च्यायला चुतीया झाट्या,PRFN
आजची भेट खासच होती शर्ट च्या बाहीवर लाली उमटली होती_♥️♥️ #फक्त_तू #मी_अथांग,0,hate_train,आजची भेट खासच होती शर्ट च्या बाहीवर लाली उमटली होती फक्ततू मीअथांग,NOT
@Deshbhakthumain @Gaddarannadattu @kamalabai_lover @CMOMaharashtra तुझ्या आईला पुच्ची नाही का?,1,hate_train,तुझ्या आईला पुच्ची नाही का,PRFN
@PatilSanjaykaka @narendramodi @nsitharaman विकासाच दुसर नाव म्हणजे भारतीय जनता पार्टी,0,hate_train,विकासाच दुसर नाव म्हणजे भारतीय जनता पार्टी,NOT
@PrafullPPawar @Dev_Fadnavis आदर्श घोटाळेबाज चव्हाण आता केंद्रावर ढकलत आहे. १५ वर्ष सत्ता राबवली तेव्हा नाही सुचलं का आणि त्यांचे च्युत्या समर्थक दातखीळ बसल्यासारखे त्यांचे पाय चाटत होते १५ वर्ष आता केंद्राच्या नावाने बांगड्या फोडताहेत,1,hate_train,आदर्श घोटाळेबाज चव्हाण आता केंद्रावर ढकलत आहे १५ वर्ष सत्ता राबवली तेव्हा नाही सुचलं का आणि त्यांचे च्युत्या समर्थक दातखीळ बसल्यासारखे त्यांचे पाय चाटत होते १५ वर्ष आता केंद्राच्या नावाने बांगड्या फोडताहेत,PRFN
"जाणून घ्या, काय म्हणाले अमित शाह...? #AmitShah #NarendraModi #BJP4IND https://t.co/M9UQkG7BW6",0,hate_train,जाणून घ्या काय म्हणाले अमित शाह,NOT
त्या नालायक अब्दुल सत्तर ला हाकलून द्या वेळीच,0,hate_train,त्या नालायक अब्दुल सत्तर ला हाकलून द्या वेळीच,NOT
कोकणात महामार्ग तर एकदम बिकट अवस्थेत आहे. त्यात खेडे गावात आत ST बस पण अश्या खटारा आणि गळक्या पाठवतात की लोक आसनावर पण बसू शकत नाही. Video १०१०२०२१चा आहे #ratnagiri #khed #konkan @advanilparab @CMOMaharashtra @OfficeofUT @InfoRatnagiri @msrtcofficial कोणी तरी बघा? काही तरी करा. https://t.co/LvQFqdw3oS,0,hate_train,कोकणात महामार्ग तर एकदम बिकट अवस्थेत आहे त्यात खेडे गावात आत बस पण अश्या खटारा आणि गळक्या पाठवतात की लोक आसनावर पण बसू शकत नाही १०१०२०२१चा आहे कोणी तरी बघा काही तरी करा,NOT
@sheetalbsakpal येडझव्या आहेत त्या पण,1,hate_train,येडझव्या आहेत त्या पण,PRFN
तुम्ही ज्या पक्षाच खाता... तेंव्हा तो पक्ष या वेळेस काय झक मारत होता... थोबडतून एक शब्द नाही निघाला त्या राहुळ्या च्या....,1,hate_train,तुम्ही ज्या पक्षाच खाता तेंव्हा तो पक्ष या वेळेस काय झक मारत होता थोबडतून एक शब्द नाही निघाला त्या राहुळ्या च्या,HATE
"Amay : होय मला अभिमान आहे, मी भंगार पत्रकार ! राश मराठी ; होय मला अभिमान आहे मी भंगार चाटुगार ! रिगंन भाई ; होय मला अभिमान आहे, मी भंगार होमो रिंगण ! परळ कर राजू ; होय मला अभिमान आहे, मी भंगार घरगडी ! भंगार noughty ! भंगार वसुलीवाले ! भंगार झाटू.... अरे थोडी तरी लाज बाळगा !",1,hate_train,होय मला अभिमान आहे मी भंगार पत्रकार राश मराठी होय मला अभिमान आहे मी भंगार चाटुगार रिगंन भाई होय मला अभिमान आहे मी भंगार होमो रिंगण परळ कर राजू होय मला अभिमान आहे मी भंगार घरगडी भंगार भंगार वसुलीवाले भंगार झाटू अरे थोडी तरी लाज बाळगा,PRFN
@ASHISHRW9 जाऊ द्या मराठी माणूस आता गांडू बनला आहे राजकारण पण घटिया,1,hate_train,जाऊ द्या मराठी माणूस आता गांडू बनला आहे राजकारण पण घटिया,HATE
"VAT कमी करा, बेळगाव महाराष्ट्रात घ्या , संभाजी नगर अधिकृत करा, पहाटे च्या शपथविधी कडील अनर्थमंत्री पद काढा आणि वेगळे विदर्भ राज्य द्या.नंतर आक्रोश मोर्चा काढा.@rautsanjay61 @AshokChavanINC @AmitV_Deshmukh @Pankajamunde @dhananjay_munde",1,hate_train,कमी करा बेळगाव महाराष्ट्रात घ्या संभाजी नगर अधिकृत करा पहाटे च्या शपथविधी कडील अनर्थमंत्री पद काढा आणि वेगळे विदर्भ राज्य द्यानंतर आक्रोश मोर्चा काढा,OFFN
भारतीय जनता पार्टी महानगर नांदेड तर्फे आय टी आय चौकात पंजाब सरकारच्या पुतळ्याचे दहन करून निषेध व्यक्त करण्यात आला.,0,hate_train,भारतीय जनता पार्टी महानगर नांदेड तर्फे आय टी आय चौकात पंजाब सरकारच्या पुतळ्याचे दहन करून निषेध व्यक्त करण्यात आला,NOT
@kingsmanT11 @nawabmalikncp त्यांच रोलेक्स वाटतय तरी! पण शर्ट आणि बेल्ट बघायला तुम्ही कधी गेलेलात?,0,hate_train,त्यांच रोलेक्स वाटतय तरी पण शर्ट आणि बेल्ट बघायला तुम्ही कधी गेलेलात,NOT
"@NehaKulkarn @iRudraShastri @OfficeofUT मराठी माणुस पुढे गेलेल आवडतच नाही लोकांना, णिषेध वाझेच्या मालकाचा",0,hate_train,मराठी माणुस पुढे गेलेल आवडतच नाही लोकांना णिषेध वाझेच्या मालकाचा,NOT
"देशात जातीभेद जीवंत राहणे हे जातीभेद नष्ट करण्याच्या घोषणा देणाऱ्या सामाजिक संघटनेच्या अस्तित्वासाठी आवश्यक अशी गोष्ट असते,कारण या लोकांची घरे या संघटनेच्या माध्यमातून जमा होणाऱ्या पैशातून चालते.म्हणून या देशातून जातीयवाद कधीही संपणार नाही, ही काळ्या दगडावरची पांढरी रेघ आहे.",0,hate_train,देशात जातीभेद जीवंत राहणे हे जातीभेद नष्ट करण्याच्या घोषणा देणाऱ्या सामाजिक संघटनेच्या अस्तित्वासाठी आवश्यक अशी गोष्ट असतेकारण या लोकांची घरे या संघटनेच्या माध्यमातून जमा होणाऱ्या पैशातून चालतेम्हणून या देशातून जातीयवाद कधीही संपणार नाही ही काळ्या दगडावरची पांढरी रेघ आहे,NOT
ते प्रेक्षक म्हणजे शाहीनबाग मधले फुकटे वाटले ना पैशे देऊन TRP वाढवायला.,0,hate_train,ते प्रेक्षक म्हणजे शाहीनबाग मधले फुकटे वाटले ना पैशे देऊन वाढवायला,NOT
अन् भारताच्या राजनैतिक अधिकारी स्नेहा दुबे सुद्धा JNU च्या असाव्यात हा निव्वळ योगायोग नाही का,0,hate_train,अन् भारताच्या राजनैतिक अधिकारी स्नेहा दुबे सुद्धा च्या असाव्यात हा निव्वळ योगायोग नाही का,NOT
@TV9Marathi किर्तीचं तर आंतरजातीय विवाह नव्हतं स्वजातीय तरूणाशी पळून जावून लग्न केल्याने आई आणि भावाने तीची हत्या केली 😠😠,0,hate_train,किर्तीचं तर आंतरजातीय विवाह नव्हतं स्वजातीय तरूणाशी पळून जावून लग्न केल्याने आई आणि भावाने तीची हत्या केली,NOT
@News18lokmat @NCPspeaks @MumbaiNCP असली चुतीया गिरी सोडा आम्ही हफ्ते न भरू शकल्या मुळे घर खाली करावी लागली आणि हे भिकार चोटाना घर देत आहेत व्होट बँक साठी मुंबई बकाल करू नका...,1,hate_train,असली चुतीया गिरी सोडा आम्ही हफ्ते न भरू शकल्या मुळे घर खाली करावी लागली आणि हे भिकार चोटाना घर देत आहेत व्होट बँक साठी मुंबई बकाल करू नका,PRFN
@itsamchimumbai @NmNSpeaksXO कायम घाणीत तोंड खुपसणारा डुक्कर,1,hate_train,कायम घाणीत तोंड खुपसणारा डुक्कर,OFFN
"@nitingodbole महाराष्ट्रात चाललेल्या नीच राजकारणातील सत्य परिस्थिती सांगण्याची धमक नाही, मग असले तमाशे सुचतात @abpmajhatv",1,hate_train,महाराष्ट्रात चाललेल्या नीच राजकारणातील सत्य परिस्थिती सांगण्याची धमक नाही मग असले तमाशे सुचतात,HATE
१५ मिनिटांसाठी पोलीस हटवा हिंदुना दाखवुन देऊ म्हणनार्या तुझ्या भाडखावु भावाचं राजकारण कशाच आहे?!,1,hate_train,१५ मिनिटांसाठी पोलीस हटवा हिंदुना दाखवुन देऊ म्हणनार्या तुझ्या भाडखावु भावाचं राजकारण कशाच आहे,HATE
"तो बाईलंपट रामरहीम ,जेलात खडी फोडणारा आसाराम, निर्मल बाबा ,असीमानंद आणि आता हा विकृत #कालीचरण, ह्या अशा काही हरामखोरांमुळे आपला #हिंदु_धर्म बदनाम झाला आहे. असे कोणी नीच भोंदु बाबा असतील तर त्याना गेटसमोर सुद्धा थांबू देऊ नका. सरळ पाणउतारा करून, लायकी काढून हाकलून लावा..",1,hate_train,तो बाईलंपट रामरहीम जेलात खडी फोडणारा आसाराम निर्मल बाबा असीमानंद आणि आता हा विकृत कालीचरण ह्या अशा काही हरामखोरांमुळे आपला हिंदुधर्म बदनाम झाला आहे असे कोणी नीच भोंदु बाबा असतील तर त्याना गेटसमोर सुद्धा थांबू देऊ नका सरळ पाणउतारा करून लायकी काढून हाकलून लावा,HATE
"दुर्भाग्य आहे,ज्या यूपी बिहार च्या लोकाना माऱुन हाकलल तिथे तानाजी टेक्स फ्री,पण शिवाजी महाराजा च्या महाराष्ट्रात नाही,",0,hate_train,दुर्भाग्य आहेज्या यूपी बिहार च्या लोकाना माऱुन हाकलल तिथे तानाजी टेक्स फ्रीपण शिवाजी महाराजा च्या महाराष्ट्रात नाही,NOT
चोको चॉकलेट... नायतर तुझ्या घाणेरड्या बुद्धी प्रमाणे वेगळंच समजून घेशील.,1,hate_train,चोको चॉकलेट नायतर तुझ्या घाणेरड्या बुद्धी प्रमाणे वेगळंच समजून घेशील,OFFN
राष्ट्रवादीचे अध्यक्ष शरद पवार यांच्या आवाजाची नक्कल करून पैशांची मागणी.! :,0,hate_train,राष्ट्रवादीचे अध्यक्ष शरद पवार यांच्या आवाजाची नक्कल करून पैशांची मागणी,NOT
गॉड ऑफ ऑनर नावाचा नवीन गेम आलाय का प्लेस्टेशन चा ?,0,hate_train,गॉड ऑफ ऑनर नावाचा नवीन गेम आलाय का प्लेस्टेशन चा,NOT
"@Liberal_India1 @StarPravah @ShivSena काय करतेय??? राज्य त्यांचं आहे, केबल सेना जी खूो स्ट्रॉंग आहे ती त्यांचीच आहे. का नाही इंगा दाखवत फालतू चॅनेलला??",0,hate_train,काय करतेय राज्य त्यांचं आहे केबल सेना जी खूो स्ट्रॉंग आहे ती त्यांचीच आहे का नाही इंगा दाखवत फालतू चॅनेलला,NOT
@abpmajhatv अजून किती बळी गेल्यावर या निगरगट्ट सरकारला जाग येणार आहे. आधीच खाजगी वाहतुकीच्या आवाजवी भाड्याने सर्व सामान्य जनता त्रस्त झाली आहे आणि हेच पुढच्या काळात शिवसेनेला घातक ठरणार आहे. @CMOMaharashtra @advanilparab,0,hate_train,अजून किती बळी गेल्यावर या निगरगट्ट सरकारला जाग येणार आहे आधीच खाजगी वाहतुकीच्या आवाजवी भाड्याने सर्व सामान्य जनता त्रस्त झाली आहे आणि हेच पुढच्या काळात शिवसेनेला घातक ठरणार आहे,NOT
@Flipkart फ्रॉड फ्रॉड फ्रॉड फ्लिपकार्ट पर आर्डर,0,hate_train,फ्रॉड फ्रॉड फ्रॉड फ्लिपकार्ट पर आर्डर,NOT
@migratorscave ट्विटर बकवास नाही. त्याचे काही मेंबर आहेत. त्यांना वाटत आपण लाईक व रिविट केल तर थाची प्रसिद्धी होईल. म्हणुन ते फक्त वाचुन पुढे जातात.,0,hate_train,ट्विटर बकवास नाही त्याचे काही मेंबर आहेत त्यांना वाटत आपण लाईक व रिविट केल तर थाची प्रसिद्धी होईल म्हणुन ते फक्त वाचुन पुढे जातात,NOT
••••••हडळपुराण••••••• #पवनद्रोह ❤️ हडळ तीचं नावं | हडळवाडी तीचं गावं | हडळीचाच पेहराव | दिसतसे येताजाता | हडळीची पांढरी साडी | सोबत येड्या बाभळीची काडी | राहण्यास जुनी माढी | होती शंकर पाटलाची |,0,hate_train,हडळपुराण पवनद्रोह हडळ तीचं नावं हडळवाडी तीचं गावं हडळीचाच पेहराव दिसतसे येताजाता हडळीची पांढरी साडी सोबत येड्या बाभळीची काडी राहण्यास जुनी माढी होती शंकर पाटलाची,NOT
@YashMohan19 कौतुकास्पद ! मराठीचा वापर झालाच पाहिजे.,0,hate_train,कौतुकास्पद मराठीचा वापर झालाच पाहिजे,NOT
"नीच प्रवाह ऐवजी थोडी दुरुस्ती करतो ""गटार प्रवाह "" म्हणू या",1,hate_train,नीच प्रवाह ऐवजी थोडी दुरुस्ती करतो गटार प्रवाह म्हणू या,HATE
ताई हे भाजप पक्षाच कामच आहे,0,hate_train,ताई हे भाजप पक्षाच कामच आहे,NOT
भुकेल्या पोटाला आणि भित्र्या मनाला अक्कल गहाण ठेऊन जगावे लागते.,0,hate_train,भुकेल्या पोटाला आणि भित्र्या मनाला अक्कल गहाण ठेऊन जगावे लागते,NOT
