GENERIC CATEGORIES,CATEGORY,SUB-CATEGORY,PRODUCT,BRAND,ASPECTS,ASPECT COMBO,LABEL,INDIC REVIEW
Home,Appliances,Home theater,Home theater systems,Boat,"Bluetooth, USB &HDMI, Dolby, voice control, speaker connectivity, power output",Dolby output,Negative,"बोट होम थिएटर सिस्टम स्पीकर्स का एक स्वदेशी ब्रांड है। इसलिए इसमें डॉल्बी आउटपुट नहीं है, जो आज के ट्रेंड्स से उलट है।"
Pets,Dogs,Supplies,Dog beds,Bedsure,"soft, comfortable, reversible, washable, waterproof, breathable, cooling, polyester fabric","Not waterproof, Poor quality, Not breathable, Inside not washable",Negative,यह वॉटरप्रूफ नहीं है और इसका मटेरियल बहुत खराब है और जाहिर तौर पर इसमें सांस लेना बहुत मुश्किल है। अंदर से वॉशेबल नहीं है और इससे बहुत तेज गंध आती है।
Hobbies,Photography,Camera accessories,Light box,Boxtudio,"portable, wide application, filter harmful lighting, material, lighting","Portable, Lighting",Positive,"कॉम्पैक्ट क्यूब शेप्ड का फोल्डेबल स्ट्रक्चर, बेस्ट रिजल्ट के लिए डिफ्यूज़र लेंस के साथ बिल्ट-इन एचडी एलईडी।"
Education,Books,Audiobooks,Full cast narration,Libro,"voice, acting, modulation, pitch, sound quality, cinematic feeling","Acting, Modulation, Voice",Positive,"डॉली पार्टन, रन, रोज, रन के लेखकों में से एक ने मुख्य किरदार को नरेट किया है और इसे नरेट करने के लिए लेखक से बेहतर कौन हो सकता है :) एक्टिंग - बैंग ऑन!, मॉड्यूलेशन- एक्सीलेंट, वॉइस - बिलकुल परफेक्ट, ऐसी ऑडियोबुक जो जरूर सुननी चाहिए!!"
Vehicles,Automotives,Bikes,Commuter,Suzuki,"popular, young generation, fuel efficiency,","World-class engineering, high-speed potential, worldwide dealership support and bike performance, average, and mileage",Negative,"मॉडल सुजुकी जिक्सर के लिए, 155cc इंजन के साथ बाइक की परफॉरमेंस कुछ खास नहीं थी, शहर और राजमार्ग दोनों में कुछ खरीदारों द्वारा कम औसत और माइलेज की शिकायत की गई थी।"
Food,Grocery,"Flours , food grains, dals and pulses",whole wheat atta,Fortune Chakki Fresh,"chakki atta, no additives, fiber rich","Chakki atta, Fiber-rich",Positive,फॉर्च्यून चक्की फ्रेश आटा एक अच्छी गुणवत्ता वाला चक्की आटा है और इस आटे से नरम रोटियां बनती है। यह आपको कभी निराश नहीं करेगा।
Home,Appliances,Air-condition,Central AC,Onida,"combined evaporator, condenser, and compressor, capacity, coil material, wifi",Coil material,Negative,यह एक एल्यूमीनियम कॉइल के साथ आता है जो अन्य मटेरियल की तुलना में कम कुशल है।
Home,Appliances,Air cooler,Tower air cooler,Blue Star,"sleek and elegant, height, cool tank capacity, controller type, looks, blower",Tank Capacity,Negative,एयर कूलर के टैंक की कैपेसिटी सिर्फ 8 लीटर है। यह गर्मी के दिनों में बहुत बार सूखता रहता है और इसकी निगरानी करने के लिए एक आदमी चाहिए होता है।
Home,Appliances,Fan,Pedestal fan,Modi,"tall, oscillation feature, sweep size, air delivery speed, no of blades",Tall,Negative,मोदी पेडस्टल फैन की लंबाई महज 2.5 फुट हैजो एक पेडस्टल फैन के लिए कम है। ऊंचाई की कमी किसी अन्य अच्छे प्रोडक्ट की दक्षता में बाधा डालती है।
Hobbies,Photography,Camera accessories,Light box,Osaka,"portable, wide application, filter harmful lighting, material, lighting",Filter harmful lighting,Negative,हार्मफुल लाइटिंग को फ़िल्टर नहीं करता है।
Health/Wellness,Living,Stay/ Experience,Hotels/ Lodges,Hotel Siddharth,"Single/double bed, safety, restaurant attached, TV, AC/Non AC, cleanliness, attached bathroom and toilet, ambience, location, wifi, parking, laundry service, price/billing","AC/Non-AC, price/billing",Negative,यह जगह काफी पुरानी है जिसमें एसी और पंखे कई बार ठीक से काम नहीं कर पाते हैं। एसी कमरों की सस्ती कही जाने वाली कीमत मध्यम वर्ग के लोगों के लिए थोड़ी ज़्यादा है।
Building Material,Construction,Binding material,Cement,Masonry Cement,"fineness, strength, durability, resistance to wet and thermal cracking, cost, application, storage, setting time",Setting time,Positive,इसमें सेटिंग का समय अधिक होता है जिससे चिनाई के निर्माण या पलस्तर के काम में मोर्टार को काम करने के लिए ज्यादा समय मिल जाता है।
Transportation,Air,Flights,Domestic,Indigo,"Cleanliness, hassle-free booking, safety, punctuality, luggage allowance, insurance, zero cancellation fees, affordable rates",Hassle free booking Luggage allowance,Positive,"""किसी भी हवाई अड्डे पर चेक इन के लिए कम से कम समय है क्योंकि इसके लिए उनके पास कई काउंटर हैं। """
Fashion,Beauty,Fragrance,Eye concealer,Lakme Absolute White Intense SPF 20 Concealer Stick,"dark circle treatment, even tone","Dark circle coverage, even tone",Positive,मैं बहुत लंबे समय से लैक्मे के प्रोडक्ट्स इस्तेमाल  कर रही हूं और यह मेरी मेकअप किट में सबसे नया प्रोडक्ट है जो अपनी ब्रांड इमेज के अनुसार काम कर रहा है। यह पूरी तरह से मेरी स्किन के साथ ब्लेंड करता है और मेरे डार्क सर्कल्स को कवर करता है और एक चमकदार और इवन टोन देता है।
Travel,Bags and luggage,Luggage,Rucksack,Wildcraft,"waterproof, durability, nylon, rain cover","No shoe pockets/slots, no hip support.",Negative,जूतों के लिए कोई जगह नहीं है। कॉमन स्लॉट में ऐड करना होगा। कोई कुशन हिप या वेस्ट सपोर्ट नहीं है।
Entertainment,Movies,Genres,Musical,Ae Dil Hai Mushkil,"fresh, singers, excellent compositions, melody, classical, lyrics, hiphop, sufi, musical genius, inspiring, tuneful, heartwarming",Sufi,Negative,"जिस तरह से मॉडर्न म्यूजिक को सूफी फ्लेवर के साथ जोड़ा गया है, बहुत ही बकार है। ओरिजिनैलिटी नहीं है।"
SPORTS/GAMES,Equipment,badminton,shuttlecock,Yonex Mavis 350 Nylon Shuttlecock,"durable, feather/plastic skirt,user comfort at impact, control, foam tip/cork, price",high price,Negative,"कोविड के घातक हमले के बाद, कीमत वास्तव में, लगभग 30% अधिक बढ़ गई है, इसलिए यह एक डील ब्रेकर है।"
Education,Books,Audiobooks,Solo narration,Libbi App,"voice, acting, modulation, pitch, sound quality, tone, pronunciation",Modulation,Positive,किरदारों के लिए मॉड्यूलेशन के बदलाव के साथ यह सुनने के लिए एक अच्छी कहानी और नरेशन है।
Fashion,Beauty,Fragrance,Deodorants for men,Old Spice Wolfthorn No Gas Deodorant Body Spray Perfume for Men,"no gas deo, odour control, long lasting, fresh and active","No gas deo, fresh and active, long lasting",Positive,यह मुझे व्यस्त दिन में तरोताजा और एक्टिव रखता है। इस डियो की स्पाइसी खुशबू सच में अपना काम बखूबी करती है। यह पूरे दिन बनी रहती है!!
Pets,Dogs,Grooming,Shampoo,Dogz & Dudez,"normal/dry, liquid/spray, scent, natural ingredients, tick and flea repellent",Skin issues,Negative,प्रोडक्ट पालतू जानवरों की इचिंग और ड्राई स्किन के लिए काम नहीं करता है।
Pets,Dogs,Supplies,Collars,SENAPATI,"leather/nylon, half chain half choker, design, waterproof, adjustable, metal buckle","Nylon, Adjustable",Positive,सॉफ्ट फिनिशिंग के साथ नायलॉन से बनी स्ट्रॉन्ग डॉग बेल्ट जो कुत्ते को आराम से रखती है। एक पट्टे के साथ डॉग कॉलर एडजस्टेबल है और सभी कुत्तों को आसानी से फिट होती है।
Entertainment,Apps,Social Media,Blogging/ Micro-blogging,Blogger,"professionally designed themes, turn your site into a store, find your fans, domains for anything, serious security",turn your site into a store,Positive,आप अपने ब्लॉग को अपने तरीके से डिज़ाइन कर सकते हैं और आप अपने ब्लॉग पेज पर विश्वसनीय विज्ञापन रख सकते हैं। तो यह आपकी ब्लॉगिंग साइट को स्टोर में बदलने और कमाई(मोनेटाइजेशन) के ऊपर अतिरिक्त पैसे अर्जित करने जैसा है।
Hobbies,Photography,Camera accessories,Tripod,Hiffin,"light weight, adjustable height, multi level locking and steady rubberized legs, multipurpose head, cellphone holder, level indicator","light weight, steady rubberized legs, cell phone",Positive,रबर लेग्स के साथ एल्यूमीनियम बॉडी और सेलफोन और अन्य प्रकार के कैमरा उपकरणों के लिए उपयुक्त है।
Home,Appliances,Home theater,Multimedia players,Sound master,"bluetooth/dolby/voice control, speaker connectivity, audio output mode, speaker feature",Speaker connectivity,Negative,साउंड मास्टर मल्टीमीडिया प्लेयर अभी भी एक यूएसबी के बिना वायर-कनेक्टिंग प्लेयर है। मैं इतनी एडवांस्ड कनेक्टिंग सुविधाओं के समय में इतने वायर्स ले जाने की कल्पना नहीं कर सकता।
Baby Products,Baby Food,Ready-to-eat,milk powder,NanPro,"infant milk substitute; whey protein, easy digest, contains probiotics","whey protein, easy digest, probiotics",Negative,मुझे नहीं पता कि छोटे बच्चों को वे (whey) प्रोटीन की ज़रूरत क्यों होगी और यह देखते हुए कि इसमें वे (whey) प्रोटीन है इसे डाइजेस्ट करना आसान कैसे हो सकता है। इन कंपनियों के दावे अटपटे हैं!! यदि आप कर पाएं तो मैं घर का बना खाना देने की ही सलाह दूंगी।
Entertainment,Movies,Genres,Biopics,Gangubai Kathiawadi,"inspiring, motivational, real story, natural acting, casting, performance, remarkable, historically acurate","real story, performance,remarkable",Positive,"एक असली कहानी जो किसी ने नहीं सुनी! आलिया भट, अजय देवगन, शांतानी माहेश्वरी की परफॉर्मेंस कमाल की है।"
Education,Books,Children's book,Comics,Balarama,"pictures, cartoon characters, Comic strips, Short stories, colourful, fables, fairy tales, puzzles",Cartoon characters,Negative,"कोई कार्टून कैरेक्टर्स नहीं हैं। बच्चे डिज्नी कैरेक्टर्स को बहुत पसंद करते हैं, लेकिन इस कॉमिक बुक में कोई दिलचस्प कार्टून कैरेक्टर नहीं हैं।"
Pets,Dogs,Supplies,Dog apparels,Lana Paws,"dress/shirt, soft breathable material, half sleeves/sleeveless, pet comfortable raincoat with detachable hood","easy to use, adjustable, washable",Positive,"इनको इस्तेमाल  करना आसान है, बेस्ट फिट के लिए एडजस्टेबल और मशीन वॉशेबल हैं।"
Home,Appliances,Fan,Pedestal fan,Oceco,"tall, oscillation feature, sweep size, air delivery speed, no of blades",Air delivery speed,Positive,यह पेडस्टल फैन्स लंबे ब्लेड और एक पॉवरफुल मोटर के साथ आता है। इसलिए एयर डिलीवरी की स्पीड किसी भी अन्य ब्रांड के साथ बेजोड़ है।
Pets,Dogs,Food,Wet food,Iams,"balanced, nutritious, yummy, strong bones and teeth, immunity booster, heathier and shiner coat, strong muscles","Strong Immune System, complete and balanced wholesome moist dog food, healthy skin and a soft coat in aging dogs.",Positive,बड़े कुत्तों में एक स्ट्रॉन्ग इम्यून सिस्टम को सपोर्ट करने के लिए क्लासिक पैट मील उच्च गुणवत्ता वाले एनिमल प्रोटीन और विटामिन और मिनरल के साथ बनाया जाता है। बढ़ी उम्र के कुत्ते में हेल्थी स्किन और सॉफ्ट कोट के लिए यह पूर्ण और संतुलित पौष्टिक मॉइस्ट डॉग फ़ूड ओमेगा फैटी एसिड के साथ तैयार किया गया है।
Entertainment,Amusement,Auditoriums,Cinema hall,INOX Theatre,"single screen/multiplex, dolby sound, seating capacity, ac/non-ac, effects(3D/7D), seat recliner",Multiplex,Positive,फिल्में देखने और स्नैक्स के लिए बहुत सुंदर जगह। यह पुराने जमाने के किंगडम के आर्किटेक्चर की फील देता है।
Hobbies,Photography,Camera,Film Cameras,Fujifilm,"vintage, shutter priority, availability of replacement batteries, Black and white or colour, roll film, exposure, weight, SLR, cost, manual control",batteries,Negative,पैकेज के साथ जो बैटरी दी जाती है वह खराब क्वालिटी की है। यह ज्यादा देर तक नहीं चली और बहुत जल्द रिप्लेस करनी पड़ी।
Entertainment,Amusement,Auditoriums,Cinema hall,ESquare Cinemas,"single screen/multiplex, dolby sound, seating capacity, ac/non-ac, effects(3D/7D), seat recliner",Multiplex,Positive,दोस्तों और परिवार के साथ फिल्में देखने के लिए बहुत साफ-सुथरी जगह। बैचलर के लिए सूटेबल ऑप्शन। आसपास किसी भी सिनेमा हॉल की तरह एम्बियंस ठीक-ठाक है।
Entertainment,Apps,Entertainment,Content creation apps,Photofy Content Creation Platform,"illustrations, ad-making, participate in challenges, trending, instant shoot and post, advanced editing, viral dialogues",Instant Shoot and Post,Negative,"हालांकि आप पोस्ट को शेड्यूल कर सकते हैं, लेकिन डायरेक्ट अपलोड फीचर उपलब्ध नहीं है, जिससे गिग्स के लिए थोड़ा समय लगता है।"
Vehicles,Automotives,Bikes,Commuter,TVS,"popular, young generation, fuel efficiency,","Big customer base, Affordability and Issues like the engine lacking power and refinement and features like tubeless tyres and front disc brake",Positive,"उनके पास पूरे भारत में एक बड़ा कस्टमर बेस है, वे बहुत सस्ती हैं, और आर एंड डी करते हैं। वे पर्यावरण के अनुकूल वाहनों के उत्पादन में भी शामिल हैं और दुनिया भर में डीलरशिप बना रहे हैं।"
Entertainment,Apps,Social Media,Social networking,Snapchat,"find friends, share photos and moments, free messaging, daily status, video calling",share photos and moments,Negative,मैं अपने दोस्तों की टाइमलाइन के फोटो सेक्शन में सेलेक्ट की गई फोटोज़ नहीं देख पा रहा। इसे पब्लिक्ली शेयर करने की पुष्टि करने के बाद भी यह ब्लैंक या ब्लैक दिखती है।
Entertainment,Movies,Genres,Horror/Thriller,Bulbul,"intriguing, spooky rhythm, camera angles, haunting, terrific story-telling, unpredictable climax, dark effect, eerie-filled, spine-chilling","Camera angles, Dark Effect",Negative,"डार्क क्रिमसन ओवरले का इस्तेमाल जो बहुत ही बेकार तरीके से किया गया है, थोड़ा ब्लेयर विच स्टाइल कैमरा वर्क जो आत्मा का पीछा करने की सीक्वेंस दिखाने के लिए किया गया है।"
SPORTS/GAMES,Equipment,badminton,shuttlecock,SUPER SONA Vins Nylon Shuttlecock,"durable, feather/plastic skirt,user comfort at impact, control, foam tip/cork, price",Low user comfort,Negative,लेकिन एमएविआईएस  350 के आसपास भी नहीं है। बहुत तेज और नायलॉन को टेम्पर करने की आवश्यकता है ताकि एडवांस्ड प्लेयर्स इनडोर खेल सके।
Office,Furniture,Seating,Ergotouch chairs,Featherlite,"lumbar support, cushioning, durability, cost, revolving, net and metal Add: back rest recline, squeaky sounds, looks, ","Cost, revolving, lumbar support,",Positive,"""सबसे आसान असेम्बलिंग तकनीक के साथ मध्यम-आय वाले मिडिल क्लास के लिए एक बहुत ही बजट फ्रेंडली चेयर। बहुत मजबूत लेकिन लाइट वेट है। """
Health/Wellness,Living,Stay/ Experience,Hostels,Bombay Backpackers Kolkata,"Bunk beds, dorms/female dorms, cleanliness, pocket friendly, safety, restaurant attached, wifi, good amenities, AC/non AC, hassle free online booking, convenient check-in and check-out time, food","Dorms/female dorms, AC/non-AC, food",Negative,"डॉर्म्स बहुत भीड़भाड़ वाले हैं; वे सुबह 10 बजे के बाद एसी बंद कर देते हैं और फिर से इसे केवल शाम को 8 बजे वापस ऑन कर देते हैं, यानी आपको उन घंटों में गर्मी (यदि आप कोलकाता गर्मियों में घूम रहे हैं) सहनी पड़ती है। इसके अलावा, ब्रेकफास्ट भरपेट नहीं मिलता है।"
Pets,Dogs,Grooming,Dematting tool,Jaswell,"all-in-one tool, 2-in-one dual head, safe,",Unsafe,Negative,यह गांठों को खींचता और टग करता है। यह मेरे कुत्ते के बहुत सारे बालों को खींचता है।
Education,Books,Audiobooks,Full cast narration,Chirp Books,"voice, acting, modulation, pitch, sound quality, cinematic feeling","Pitch,Modulation",Positive,बहुत पसंद आई!! मैंने 'द प्रिंस एंड द पौपर' पर आधारित फिल्म देखी थी लेकिन इसकी कहानी कभी नहीं पढ़ी थी। नरेटर द्वारा सटीक पिच और मॉड्यूलेशन के कारण ये किताब फिल्म से कहीं अधिक बेहतर है।
Hobbies,Photography,Camera accessories,Flash accessories,Supernic,"diffuser, modifier, battery, material",Diffuser,Negative,यह हार्ड बैकग्राउंड शैडो को कम नहीं करता है।
Education,Books,Audiobooks,Duet narration,Spotify,"voice, acting, modulation, pitch, sound quality, SYNCHRONIZATION, Synchronization(offline availibility)",Pitch,Positive,"सपोटिफ़ाई डुएट नरेशन ऑडियोबुक्स सुनने के लिए सबसे अच्छी ऐप है। न केवल इसमें पुस्तकों की एक विस्तृत श्रृंखला है, बल्कि नरेशन क्वालिटी भी धमाकेदार है! सभी नरेटर्स की पिच बिल्कुल परफेक्ट है जो करैक्टर की सटीक भावनाओं को व्यक्त करती है।"
Vehicles,Automotives,Bikes,Commuter,Hero,"popular, young generation, fuel efficiency,","Fuel efficiency, Good mileage, Domestic Indian industrial strength, similar engine as previous model and weak chassis",Positive,ये फ्यूल एफ्फिसिएंट हैं और अच्छी माइलेज देते हैं और भारतीय घरेलू औद्योगिक ताकत के प्रतीक हैं।
Education,Books,Children's book,Picture books,"My First Mythology Tale: Mahabharata, Krishna, Hanuman, Ganesha, Ramayana - Story Book for Kids","cute cover design, colourfull, activity oriented, educational development, Attractive pictures, Price",Price,Negative,"यह रोड साइड पर मिलने वाली 20 रुपये की किताबें हैं!! इसके बजाय लोकल से खरीदें। कीमत बहुत ज़्यादा है, अच्छी तरह से वर्णित कहानियां नहीं है। हर बुक में केवल 4-5 पेज है।"
SPORTS/GAMES,Equipment,badminton,rackets,Yonex,"carbon frame, flexible shaft, even balance, hitting power, light-weight, durable, robust, grip, price",Grip,Negative,इसकी ग्रिप बहुत खराब है और यह धीरे-धीरे फटना शुरू हो जाती है।
Pets,Dogs,Supplies,Dog beds,Petslover,"soft, comfortable, reversible, washable, waterproof, breathable, cooling, polyester fabric","Washable, Comfortable, Cooling",Positive,बेड को असेम्ब्ल करना आसान और बहुत कम्फर्टेबल है। यह वॉशेबल है और मैश फैब्रिक अच्छी वेंटिलेशन की सुविधा देता है।
Home,Appliances,Fan,Ceiling fan,Khaitan,"style, shape, colour, dust resistant, no of blade, sweep size, smart fan, Noise",Noise,Negative,सीलिंग फैन्स में आम तौर पर लंबे ब्लेड होते हैं। बंद कमरे जैसे छोटे एरिया में हवा से ज्यादा शोर होता है।
Home,Appliances,Air-condition,Inverter AC,Voltas,"AI Dual Inverter, AI Convertible 6-in-1 cooling, HD Filter with Anti-Virus Protection, auto clean, capacity, coil material, wifi",HD Filter with Anti-virus Protection,Negative,वोल्टास इन्वर्टर एसी की एचडी फिल्टर की क्वालिटी मुश्किल से उपयुक्त है। इसलिए यह महामारी के समय में कुशल सुरक्षा तंत्र के बजाय एक पब्लिसिटी स्टंट की तरह दिखाई दिया।
Baby Products,Baby-Accessories,Strollers and Prams,Baby carriers,BabyGo,"10-in-1 carrier/rocker/bouncer/feeding char, with mosquito net, storage box",10-in-1 carrier,Negative,एक कैरियर में सब कुछ देने की जरूरत क्यों है?इसमें इतने सारी अटैचमेंट्स है कि इससे परेशानी होती है और सच कहूं तो 10-इन-1 बस नए पैरेंट्स को खींचने के लिए एक नौटंकी है। इसकी फंक्शनैलिटी कुछ खास नहीं है।
Entertainment,Apps,Social Media,Blogging/ Micro-blogging,Tumblr,"professionally designed themes, turn your site into a store, find your fans, domains for anything, serious security",Find your fans,Positive,सबसे अच्छी बात यह है कि आप लक्षित दर्शकों या फिर इसी रूचि वाले लोगों से ध्यान आकर्षित करने के लिए ख़ास टॉपिक को टैग कर सकते हैं।
Education,Books,Children's book,Easy learning,Science Knowledge Encyclopedia for Children,"activity oriented, educational development (plant/animals/numbers and counting/human body), Quality, Cost/Price",Quality,Positive,"छोटे बच्चे को देने के लिए बहुत इम्प्रेसिव बुक। इम्प्रेसिव प्रिंट, पिक्चर क्वालिटी और जानकारी। कोई भी बच्चा जो पढ़ना पसंद करता है और पढ़ने का आनंद लेता है, ये बुक्स उसकी फेवरेट बन जाएंगी।"
Health/Wellness,Personal Care,body,lotion/body butters,Pond’s Triple Vitamin Moisturising Lotion,"season/climate, fragrance","season/climate, nourishing",Negative,सर्दियों या ठंडी जलवायु के लिए सही मॉइस्चराइजिंग लोशन नहीं है।
Home,Appliances,Air-condition,Central AC,Godrej,"combined evaporator, condenser, and compressor, capacity, coil material, wifi",condenser,Positive,गोदरेज सेंट्रल एसी में अपने कंडेनसर पर 2 साल की वारंटी प्रदान करता है जो बाजार में अधिकतम है और इसलिए ट्रस्ट फैक्टर को बढ़ाता है।
Education,Books,Audiobooks,Solo narration,Loyal Books,"voice, acting, modulation, pitch, sound quality, tone, pronunciation",Voice,Positive,वॉयस-ओवर बहुत अच्छा था और कहानी की सीमा को देखते हुए इसका पालन करना और संलग्न करना आसान था।
Entertainment,Apps,Social Media,messaging apps,Whatsapp,"private, secure, end-to-end encryption, free voice and video callling, group chat, stickers",Stickers,Negative,यह आपके डिवाइस के रैम और रोम को बहुत इस्तेमाल करता है क्योंकि यह उन स्टिकर को डाउनलोड करने के लिए कहता है जिनका आप इस्तेमाल करना चाहते हैं और उन्हें बैकअप के रूप में हर रोज स्टोर करता है।
Education,Books,Audiobooks,Duet narration,LibriVox,"voice, acting, modulation, pitch, sound quality, SYNCHRONIZATION, Synchronization(offline availibility)",Synchronization,Negative,"कुछ समय के लिए ऑफ़लाइन होने के बाद अगर हम ऑनलाइन जाते हैं, तो जहाँ छोड़ा था वहां पहुंचना थोड़ा मुश्किल है।"
Education,Books,Children's book,Comics,Chacha Chaudhary,"pictures, cartoon characters, Comic strips, Short stories, colourful, fables, fairy tales, puzzles",Pictures,Positive,बच्चों के लिए बहुत सारी तस्वीरों के साथ पढ़ने के लिए एक बेहतरीन कॉमिक बुक।
Entertainment,Movies,Genres,Action,Morbius,"action-packed, dangerous stunts, adventure, exciting, realistic fighting scenes, energetic performance","Action-Packed, adventure, fighting scenes",Negative,"मेरा 1.5 घंटा बर्बाद कर दिया और कोई एक्शन नहीं, कोई एडवेंचर नहीं, कोई फाइट नहीं।"
Entertainment,Movies,Genres,Animation,Raya and the Last Dragon,"gorgeous visuals, stunning backdrop, interesting characters, visual treat, fairy tale, amazing",interesting character,Negative,राया डिज्नी प्रिंसेस के पद के लायक नहीं थी या उसने इसे अर्न नहीं किया था क्योंकि सच यह है कि उसका कोई करैक्टर नहीं है। उससे रिलेट होने का कोई तरीका नहीं है और वह बिना किसी करैक्टर डेवलपमेंट से गुज़री जबकि कहानी के अनुसार ऐसा होना चाहिए था।
Education,Books,Audiobooks,Solo narration,KUKU FM,"voice, acting, modulation, pitch, sound quality, tone, pronunciation","Pitch, Tone",Positive,"""एड्रिनैलिन रश! स्वेतांशु बोरा द्वारा बेहतरीन ढंग से पढ़ा गया है। रीडिंग के दौरान पिच और टोन कहानी के लिए बहुत सही थी। """
Hobbies,Photography,Camera accessories,Filters,Amazon Basics,"infrared, skylight/UV, polarizing, thread size, coating, diameter, material",Skylight/ UV,Negative,पोलराइजर मल्टीकोटेड है लेकिन नीले आसमान की गहराई को गहरा नहीं करता है
Home,Appliances,Fan,Ceiling fan,Orbit,"style, shape, colour, dust resistant, no of blade, sweep size, smart fan, Noise",Smart Fan,Positive,"ऑर्बिट का सीलिंग फैन स्मार्ट कंट्रोल के साथ आ रहा है। आह! आखिरकार, मैं अपने बेड से फैन को कंट्रोल कर सकता हूं।"
Transportation,Surface,Roadways,Bus,Prasanna travels,"Connectivity, hassle free online booking, sleeper/semi sleeper, ac/non ac",Sleeper AC,Positive,"""संभवत: राज्य की सर्वश्रेष्ठ स्लीपर कोच। बहुत अच्छी तरह से मेंटेंड भी है। """
Entertainment,Apps,Social Media,messaging apps,Skype,"private, secure, end-to-end encryption, free voice and video callling, group chat, stickers",Free Vocie and video calling,Negative,"माइक्रोसॉफ्ट की हमेशा यह आदत रही है कि वह सिर्फ लोगों को केवल नाम की सुविधा देता है। वॉयस क्रैकिंग, वीडियो रुकना , इंटरफ़ेस हैंग होना जैसी कुछ समस्याएं हैं, और इसकी लिस्ट लम्बी है।"
Pets,Dogs,Supplies,Dog carriers,24x7 eMall,"hard sided/soft sided, two door top load, portable folding, airlines approved, breathable mesh panel","lightweight, durable, waterproof, rust resistant, insulation, soundproof, environmentally friendly, comfortable",Positive,"य हल्का है लेकिन टिकाऊ ईवीए है, वॉटरप्रूफ, जंग प्रतिरोधी, कम कनकशन, इन्सुलेशन और साउंडप्रूफ, पर्यावरण के अनुकूल है। आउटर शेल हार्डकवर और कोज़ी कम्फर्ट इनर।"
Hobbies,Cycling,Bicycles,mountain bikes,Canyon,"suspension, gears, warranty, ergofit, frame, mudguards, cost, lightwieght, parts availibility",Warranty,Negative,6 साल की वारंटी अन्य ब्रांडों की तुलना में कम है
Baby Products,Baby,"Baby bath, skin and grooming",Soap,Himalaya,"chemical free, mild, no tears, clinically tested, maintains natural moisture","Natural mositure, chemical free",Positive,यह साबुन बहुत मॉइस्चराइजिंग है। इसको इस्तेमाल करने के बाद मुझे लोशन लगाने की जरूरत महसूस नहीं होती।
Education,Books,Children's book,Comics,Champak,"pictures, cartoon characters, Comic strips, Short stories, colourful, fables, fairy tales, puzzles","Pictures, stories",Positive,इसके नाम में ही जादू है। मुझे वे चित्र भी काफी पसंद हैं जिनका उन्होंने कहानियों के लिए इस्तेमाल किया है। कहानियां ज्यादातर 'चंपकवन' नाम के जंगल और उसमें मौजूद जानवरों के बारे में हैं लेकिन सभी कहानियां काफी दिलचस्प हैं।
Home,Appliances,Air-condition,Window AC,Voltas,"copper condenser, dust filter, capacity, coil material, evaporator",Coil Material,Positive,वोल्टास ने अपने कॉइल्स को कॉपर से बदलकर अलॉयज ऑफ कॉपर कर दिया है। यह एसी की ऊर्जा खपत को और कम कर रहा है और कूलिंग में अधिक कुशल है।
Baby Products,Baby-Accessories,Gifts/Toys,Walker,Luvlap,"child development, easy to clean, easy to fold",easy to fold,Positive,यह वॉकर आसानी से फोल्ड हो जाता है और बहुत कॉम्पैक्ट है। मैं इसकी सलाह उन सभी नई मॉम्स को दूंगी जो एक बार में बहुत सारी चीजें कैरी कर रही हैं। मुझे बाद में थैंक्यू कहना!
Pets,Dogs,Grooming,Shampoo,HEY BUDDIE,"normal/dry, liquid/spray, scent, natural ingredients, tick and flea repellent","Hair, Safe",Positive,"इस्तेमाल के बाद बाल चिकने और मुलायम हो जाते हैं। शैम्पू प्लांट-बेस्ड है, जिसमें कोई आर्टिफिशल प्रिज़र्वेटिव या हानिकारक तत्व नहीं हैं।"
Education,Books,Audiobooks,Solo narration,Hoopla Digital,"voice, acting, modulation, pitch, sound quality, tone, pronunciation","Voice, tone",Positive,"एंड ऑफ़ द अफेयर' एक मास्टरपीस है और इसे इस्सके हक़ की रीडिंग मिली है! कॉलिन फर्थ की आवाज और टोन शानदार तरीके से दुख, नफरत, उदासी और प्यार को बयां करती है।"
Home,Appliances,Home theater,Soundbars,Ambrane,"Bluetooth/wireless, HDMI, audio output mode, integrated control, EQ mode",Audio output mode,Negative,साउंडबार सिर्फ स्टैंडर्ड और गेमिंग मोड के साथ आता है। क्लासिकल या जैज म्यूजिक की जैसी चीज़ों के लिए यह उचित नहीं है।
Home,Appliances,Air cooler,Personal air cooler,Symphony,"compact, portable, less energy, less noise, caster wheels, cool tank capacity, controller type, noise level",Controller type,Positive,सिम्फनी पर्सनल एयर कूलर में अब ह्यूमिडिटी कंट्रोलर लगाया गया है। यह बाहर के मौसम के अनुसार ह्यूमिडिटी का स्तर बदलता है।
Entertainment,Apps,Social Media,Discussion forums,Discord,"listen in, share your thoughts, host discussions, debate on political, social, current affairs and other matters of interest","listen in, share your thoughts, host discussions,",Positive,"यह हर किसी के लिए एक इंक्लूसिव होम है, चाहे वह ग्लोबल कम्युनिटी हो या फिर आपके कुछ दोस्त। आप आसानी से चर्चा शुरू कर सकते हैं, सुन सकते हैं कि दूसरों को रुचि के विषय पर क्या कहना है या आप बस पास रह सकते हैं और टेक्स्ट, वॉइस और वीडियो चैट पर मजा ले सकते हैं।"
