GENERIC CATEGORIES,CATEGORY,SUB-CATEGORY,PRODUCT,BRAND,ASPECTS,ASPECT COMBO,LABEL,INDIC REVIEW
Pets,Dogs,Grooming,Shampoo,Himalaya,"normal/dry, liquid/spray, scent, natural ingredients, tick and flea repellent","Smell, Hair",Negative,वास अगदी वाईट आहे आणि शॅम्पूमुळे खूप केस गळतात. गोचिडीचे नियंत्रण करत नाही आणि यामुळे अनेक कुत्र्यांच्या केसांमध्ये कोंडादेखील झाला.
Hobbies,Photography,Camera accessories,Lens case,Camtree Flyfilms,"thick material for protection, hook, compatibility, sizing, water resistant","compatibility, sizing",Negative,"कॅनन, सोनी, निकॉन कॅमेऱ्यांसाठीच सर्वांत सुसंगत आहे आणि फक्त मोठ्या आकाराच्या लेन्ससाठी योग्य आहे."
Entertainment,Movies,Genres,Family Drama,The Parent Trap,"entertaining, family values, relatable characters, story-line, star cast, melodrama, enjoyable","entertaining, enjoyable",Positive,"हा चित्रपट अत्यंत विनोदी होता आणि त्यात बरोबर योग्य प्रमाणात नाट्य होते, ज्यामुळे तो एक परिपूर्ण चित्रपट बनतो."
Hobbies,Music,Instruments,"Guitars, basses and gears",Vault LP1 Les Paul Style Electric Guitar,"neck profile, fretboard's radius, tuner holes, neck heel width and mounting, harmonics and tone, classical/electric/acoustic/bass guitar",Electric Guitar,Positive,"या किमतीला सेट नेक, ट्रॅपेझॉईड इनलेजसारखी सर्व आधुनिक वैशिष्ट्ये अविश्वसनीय आहेत."
Entertainment,Movies,Genres,Biopics,Sanju,"inspiring, motivational, real story, natural acting, casting, performance, remarkable, historically acurate",Inspiring,Negative,"संजय दत्तच्या कथेतून प्रेरणा देण्याचा हेतू असल्याचे हिरानींनी सांगितले असले तरी, चित्रपट पाहिल्यानंतर मला असे वाटले की हा त्याची प्रतिमा साफ करण्यासाठी बनवला गेला आहे."
Entertainment,Apps,Entertainment,Content creation apps,Photofy Content Creation Platform,"illustrations, ad-making, participate in challenges, trending, instant shoot and post, advanced editing, viral dialogues",Advanced editing,Positive,वापरण्यास सोपी असलेली ऑडीओ आणि व्हिडिओ एडिटिंग साधने आणि वैशिष्ट्यांमधून नेव्हीगेट करा. कंटेंट निर्मिती केली आहे सोपी!
Fashion,Beauty,Fragrance,Eye concealer,L'Oreal Paris True Match Super-Blendable Concealer,"dark circle treatment, even tone",Even tone,Positive,नाव सुचवते त्याप्रमाणे हा कन्सीलर खरेच माझ्या त्वचेत छान मिसळतो आणि माझ्या त्वचेला एका अतिशय छान आणि एकसारखा रंग देतो. लोरीयलची कोणतीही उत्पादने मला कधीच निराश करत नाहीत.
Education,Books,Children's book,Bed-time stories,Little Dinosaur,"fantasy, mythological, fairy tales, simple language, Content (Difference of opinion on the content)",Fantasy,Positive,"एक सुयोग्य फँटसी पुस्तक, माझ्या मुलांना खूप आवडले! खास झोपताना वाचण्यासाठी लिहिलेल्या या गोष्टीत, चिखलांनी भरलेली डबकी, रंगीबेरंगी पक्षी, ज्वालामुखीचा उद्रेक...आणि एक गमतीशीर छोटा डायनोसॉर या सगळ्यांची रेलचेल आहे."
Home,Appliances,Home theater,Multimedia players,Dulcet,"bluetooth/dolby/voice control, speaker connectivity, audio output mode, speaker feature",Speaker feature,Negative,डल्सेट मल्टिमिडिया प्लेअर 5*7 इंचांच्या स्पीकर्ससह उपलब्ध आहे. पण समस्या ही आहे की जाहिरात केल्याप्रमाणे ते कोॲक्सियल नाहीत आणि साऊंड नीट सिंक होत नाही.
Entertainment,Apps,Social Media,Media sharing and bookmarking networks,Pinterest,"share photos, videos, moments; discover recipes, home ideas, style inspiration and other ideas to try","Discover recipes, home ideas",Positive,"पिंटरेस्ट फॉर बिझनेस म्हणजे तुमच्या ब्रँडला वेगळा चेहरा देण्याची एक संधी आहे. तुम्ही एखादी गोष्ट कशी करायची याचे मार्गदर्शक तयार करू शकता, उत्पादने किंवा सेवा कशा वापरायच्या याबद्दलच्या कल्पना शोधू/ऑफर करू शकता किंवा फक्त एखादी आवडती रेसिपी शोधू/शेअर करू शकता आणि त्याबद्दल तुमची स्टोरी शेअर करू शकता. या प्लॅटफॉर्मवर जवळपास अमर्याद प्रकारची विविधता उपलब्ध असल्यामुळे, तुम्ही तुमचा कंटेंट शोधण्याचे किंवा त्याचे मार्केटिंग करण्याचे इतर प्लॅटफॉर्मवर शक्य असतील त्याहीपेक्षा अधिक वेगवेगळे मार्ग एक्सप्लोर करू शकता."
Transportation,Surface,Roadways,Bus,Neeta Volvo,"Connectivity, hassle free online booking, sleeper/semi sleeper, ac/non ac",Hassle free online boking Connectivity,Positive,“नीताचे आरक्षण करणे अतिशय सोपे आहे कारण साईट अतिशय युजर-फ्रेंडली आहे.”
Home,Appliances,Air-condition,Window AC,Godrej,"copper condenser, dust filter, capacity, coil material, evaporator",Capacity,Positive,विंडो एसीची क्षमता 1.5 ते 2.5 टनांच्या दरम्यान असून  मध्यमवर्गीय वापरकर्त्यांसाठी सुयोग्य आहे. हा छोट्या अपार्टमेंटसाठी आणि घरांसाठी सुयोग्य आहे.
Entertainment,Amusement,Parks,For public visit,Kamala Nehru Park,"entry price, various attractions and rides, food, greenary,Developmental activity,maintenance",Developmental activity,Positive,"बागेचे नूतनीकरण करण्यात आले आहे असे दिसते आणि मी जवळजवळ एका वर्षानंतर पाहत असल्यामुळे बागेचे नवीन रूप आणि रचना मला भावली. स्थानिक मेळाव्यांसाठी वापरता येईल अशा कट्ट्यासह, मध्यम आकाराच्या गटाला गप्पा मारता येतील अशा हिशोबाने बाकांची रचना करण्यात आली आहे."
Food,Grocery,"Flours , food grains, dals and pulses",whole wheat atta,Laxmi bhog atta,"chakki atta, no additives, fiber rich","Chakki atta, no additives",Negative,लक्ष्मी भोग आट्यामध्ये काही ॲडिटिव्ज आहेत जे नियमित सेवनासाठी चांगले नाहीत.
Pets,Dogs,Supplies,Leashes,The Pawpstar Co,"basic/double/training, padded, length,","low friction, comfortable, material, prevents rashes, hair breakage, skin friendly",Positive,तिचे घर्षण कमी आहे आणि कुत्र्यांसाठी खूपच आरामदायी आहे. नायलॉनमुळे रॅश आणि केस तुटणे रोखले जाते आणि ती पूर्णत: त्वचेसाठी योग्य आहे.
Education,Books,Children's book,Easy learning,Solar System with Zayn and Zoey,"activity oriented, educational development (plant/animals/numbers and counting/human body), Quality, Cost/Price",Cost/Price,Negative,किंमत थोडी जास्त आहे.
Home,Appliances,Fan,Pedestal fan,Anchor Ventus,"tall, oscillation feature, sweep size, air delivery speed, no of blades",No. of blades,Negative,हा अँकरचा पेडेस्टल पंखा खरेदी केला. यात 3 पाती आहेत. पेडेस्टल पंखे सामान्यपणे मोठ्या जागांसाठी असतात आणि वारा जास्त लांबवर पोचण्यासाठी त्यांना जास्त पाती असणे आवश्यक असते.
Pets,Dogs,Grooming,Dematting tool,Wahl,"all-in-one tool, 2-in-one dual head, safe,","Untangled hair, healthy for coat",Positive,"आवरणाखालील मोकळे केस काढून टाकते, गुंत, मृत केस उलगडते आणि कोट निरोगी ठेवते"
Pets,Dogs,Supplies,Dog apparels,Lana Paws,"dress/shirt, soft breathable material, half sleeves/sleeveless, pet comfortable raincoat with detachable hood","poor material, loose stitching",Negative,मटेरियल पातळ आहे आणि शिवण थोडी सैल आहे.
Pets,Dogs,Grooming,Deodorizers,Boltz,"ayurvedic, scent, fresh, vet recommended",smell,Negative,त्याचा वास खूप तीव्र आहे.
Entertainment,Amusement,Parks,For public visit,Kamala Nehru Park,"entry price, various attractions and rides, food, greenary,Developmental activity,maintenance",maintenance,Negative,अनेक ठिकाणी अंधुक प्रकाश आहे आणि पायवाट तुटलेली आहे. देखभाल करण्याची गरज!
Vehicles,Automotives,Bikes,Commuter,Honda,"popular, young generation, fuel efficiency,","Reliability, long-lasting and fuel efficient vehicles, friendly for Indian roads, not good for long drives but only for daily commutes and having high maintenance costs.",Negative,लांबच्या पल्ल्यासाठी त्या चांगल्या असतीलच असे नाही. होंडा शाइन हे मॉडेल रोज कामावरून ये-जा करण्यासाठी चांगले समजले जायचे. पण यामध्ये चेन स्प्रॉकेट खराब होण्याची समस्या होती. मेंटेनन्सचा जास्त खर्च हीदेखील समस्या होती.
Education,Books,Audiobooks,Solo narration,Loyal Books,"voice, acting, modulation, pitch, sound quality, tone, pronunciation",Pronunciation,Negative,"""निवेदन अपेक्षेप्रमाणे नव्हते. लेखक ओम स्वामी यांनी अधिक चांगले निवेदन केले असते. संस्कृत श्लोकांचे आणि शब्दांचे उच्चार योग्य नव्हते."""
Hobbies,Photography,Camera accessories,Flash accessories,Digitek,"diffuser, modifier, battery, material",Modifier,Positive,यात 8 क्रिएटीव्ह जेल्स आहेत आणि चांगल्या दर्जाचे जेल वॉलेट आहे.
Home,Appliances,Inverter,Modified square wave,Luminous,"most of the equipments, less efficient, more affordable, noise, not supporting some devices, Cost-efficient for small homes",Noise level,Negative,"यातून सतत एक आवाज येत राहतो आणि एखादे उपकरण खराब तर होणार नाही ना, अशी भीती वाटते."
Health/Wellness,Living,Stay/ Experience,Homestay,Vikkyz Homestay (Darjeeling),"Friendly hosts, homely food, ambience, calm and serene, location, safety, TV, AC/non AC, wifi, parking, affordable rates","TV, parking",Negative,मालकाकडे टीव्हीचे ॲक्टिव्हेटेड कनेक्शन नाही. इथे पार्किंगची फक्त एकच जागा उपलब्ध आहे आणि जर तुमच्या गाडीसाठी जागा मिळाली नाही तर ती एक डोकेदुखी ठरू शकते.
Pets,Dogs,Supplies,Collars,SENAPATI,"leather/nylon, half chain half choker, design, waterproof, adjustable, metal buckle","Design, Durable",Negative,गळ्याच्या बेल्टची पकड चांगली नाही आणि बेल्ट टिकाऊ नाही.
Fashion,Beauty,Fragrance,Deodorants for men,The Earth Rhythm Natural Deodorant,"no gas deo, odour control, long lasting, fresh and active",Odour control,Negative,त्यांचे 24 तास दुर्गंध विरहीत संरक्षणाचे आश्वासन खोटे  वाटते. हा पूर्णपणे नैसर्गिक असल्यामुळे दिवस संपण्यापूर्वीच त्याचा सुगंध उडून जातो.
Education,Books,Children's book,Bed-time stories,Brave and Brilliant Girls from Around the World,"fantasy, mythological, fairy tales, simple language, Content (Difference of opinion on the content)",Fairy tale,Positive,लहान वयाच्या वाचकांसाठी सुंदर चित्रे असलेले परीकथांचे कलेक्शन.
Fashion,Beauty,Fragrance,Deodorants for women,"Engage Drizzle Deodorant For Women, Floral and Lavender","alcohol free, skin whitening, odour control, long lasting, fresh and active, skin friendly","Skin friendly, fresh and active",Positive,"याला छान फुलांचा आणि लव्हेंडरचा सुगंध आहे, याच कारणामुळे मी एंगेज ड्रीझल डीओडरंट नेहमी खरेदी करत राहते. तसेच मी वापरलेल्या डीओडरंट्सपैकी हा सर्वांत जास्त त्वचास्नेही डीओडरंट आहे."
Pets,Dogs,Grooming,Dog brush,Foodie Puppies,"hair shredding, self cleaning, pet skin friendly, comfortable",cleaning,Negative,लहान पिसवा केस विंचरून बाहेर काढल्या जाऊ शकत नाहीत.
Education,Books,Audiobooks,Solo narration,Hoopla Digital,"voice, acting, modulation, pitch, sound quality, tone, pronunciation",Acting,Negative,"‘अवर फ्रेंड्स इन द नॉर्थ’ हे एकाच व्यक्तीने निवेदन केलेले ऑडीओबुक आहे. वाचकाचा अभिनय इतका वाईट आहे की आपल्याला हा रोबोचा आवाज आहे, असे वाटते. खूप निराशाजनक आहे!!"
Home,Appliances,Air cooler,Desert air cooler,Crompton,"blower, motor power, uninterrupted cooling, caster wheels, cool tank capacity, controller type",Blower,Negative,"कूलरला मोठा पंख असला तरीही त्याला ब्लोअर नाही. त्यामुळे कूलिंग क्षमता चांगली असली तरीही, हवा सगळीकडे पसरते आणि हा अकार्यक्षम वाटतो."
Transportation,Surface,Railways,Inter-state,,"Sleeper coach, AC, chair car, cleanliness, safety, punctuality, food service, travel insurance, tour packages",Sleeper coach Chair car,Negative,"“चेअर कारमध्ये, अधिक चार्जिंग पॉईंट्स असण्याची गरज आहे कारण हल्ली प्रत्येकाकडे सेलफोन असतो आणि प्रत्येक कम्पार्टमेंटमध्ये फक्त 2 पॉईंट्स आहेत.”"
Entertainment,Apps,Social Media,Discussion forums,Community Forums - Journalcy,"listen in, share your thoughts, host discussions, debate on political, social, current affairs and other matters of interest","share your thoughts,debate on political, social, current affairs and other matters of interest",Positive,"कोणत्याही प्रकारची चर्चा करण्यासाठी आणि शोधण्यासाठी हे एक अगदी योग्य ठिकाण आहे. जर तुम्ही नेहमीच एखाद्या फोरमचा किंवा कम्युनिटीचा सक्रिय भाग असाल तर हे ॲप तुमच्यासाठी अतिशय योग्य आहे, कारण जर्नल्सी म्हणजे अशा फोरम्सना ॲपच्या स्वरूपात बदलले आहे."
Entertainment,Movies,Genres,Family Drama,Charlie and the Chocolate Factory,"entertaining, family values, relatable characters, story-line, star cast, melodrama, enjoyable","Story-line, star cast",Positive,यातील प्रत्येक क्षण तुम्हाला बालपणीच्या सुंदर आठवणींना उजाळा देतो. जॉनी डेप हा विली वोंका म्हणून उत्कृष्ट आहे.
Hobbies,Photography,Camera accessories,Tripod,Tygot,"light weight, adjustable height, multi level locking and steady rubberized legs, multipurpose head, cellphone holder, level indicator",multi level locking and steady rubberized legs,Negative,स्टँडला फक्त 3 पातळ्यांचे लॉकींग आहे आणि रबर लावलेले स्थिर पायसुद्धा नाहीत.
Fashion,Beauty,Fragrance,Eye concealer,L'Oreal Paris True Match Super-Blendable Concealer,"dark circle treatment, even tone",Broken seal,Negative,हे उत्पादन मला मिळाले तेव्हा याचे सील तुटलेले होते. हे ऑनलाईन खरेदी करण्यापेक्षा दुकानातून ऑर्डर करा अशी शिफारस मी करेन. ऑनलाईन खरेदीसाठी शिफारस करणार नाही
Food,Grocery,"Flours , food grains, dals and pulses",whole wheat atta,Aashirwaad atta,"chakki atta, no additives, fiber rich","Fiber-rich, chakki atta",Negative,आशीर्वाद चक्की फ्रेश आट्याने आपले नाव राखले नाही.
Hobbies,Music,Instruments,"synthesizers, samplers and digital instruments","Sangat Digital, Electronic Tabla + Tanpura","range and versatility of sound, filter, sample types, modulation, scale types, memory, effect, sequencer, amp/envelope generator",Modulation,Positive,सतत हार्मोनिक बोर्डोन किंवा ड्रोन देऊन दुसऱ्या वाद्याच्या  किंवा गायकाच्या मेलडीला सहाय्य करतो किंवा ती टिकवून ठेवतो.
Pets,Dogs,Supplies,Dog apparels,Lulala,"dress/shirt, soft breathable material, half sleeves/sleeveless, pet comfortable raincoat with detachable hood",durability,Negative,हे टिकाऊ नाही.
Entertainment,Movies,Genres,Action,The Lost City,"action-packed, dangerous stunts, adventure, exciting, realistic fighting scenes, energetic performance",Performance,Negative,किरकोळ गैरसोयी आणि निव्वळ मूर्खपणाबद्दल सँड्रा बुलकची नेहमीप्रमाणे ओव्हरॲक्टिंग.
Health/Wellness,Food,Eats/Beverages,Bakery,Kookie Jar,"Tasty cakes, pastry, online booking and home delivery, signature foods, delicious, variety, service time, fresh, price","Tasty cakes, pastry, online booking and home delivery, delicious",Positive,"चॉकलेट एक्लेअर, केक्स (चॉकलेट प्रालीन केक, बेल्जीयम चॉकलेट कापुचिनो टार्ट आणि कापुचिनो ट्रफल केक नक्की खाऊन पाहावेत असे आहेत) आणि पेस्ट्रीज आणि आईसक्रिम सँडविचेसची नवीन श्रेणी खूपच मस्त आहे. कुकी जारमधील कर्मचारी अतिशय मैत्रीपूर्ण आणि व्यावसायिक आहेत, तसेच ऑनलाईन ऑर्डर्स स्विगीवरून देता येतात."
Home,Appliances,Home theater,Multimedia players,Cubetek,"bluetooth/dolby/voice control, speaker connectivity, audio output mode, speaker feature",Audio output mode,Negative,विलक्षण पण याबरोबर 3.1 चॅनल स्पीकर येतात. 5*7 इंचाच्या छोट्या स्पीकर्समुळे आणि डॉल्बीसारख्या सपोर्टिंग सॉफ्टवेअरच्या अभावामुळे साऊंड आऊटपुट अतिशय खराब आहे.
Health/Wellness,Living,Stay/ Experience,Hotels/ Lodges,Hotel Komala Vilas,"Single/double bed, safety, restaurant attached, TV, AC/Non AC, cleanliness, attached bathroom and toilet, ambience, location, wifi, parking, laundry service, price/billing","Parking, price/billing",Negative,"हॉटेलमध्ये पार्किंग सुविधेच्याबाबत काही समस्या आहेत कारण हॉटेल मुख्य रस्त्यावर आहे आणि त्यांची स्वत:ची पार्किंगची जागा नाही. तसेच, काही वेळा बिलात चुका असतात कारण मेनूमधील किमती आणि बिलातील किमती जुळत नाहीत."
Education,Books,Children's book,Picture books,"My First Mythology Tale: Mahabharata, Krishna, Hanuman, Ganesha, Ramayana - Story Book for Kids","cute cover design, colourfull, activity oriented, educational development, Attractive pictures, Price","Colourfull, Educational development",Positive,"रंगीबेरंगी, चकचकीत, सुखद चित्रे असलेली ही पुस्तके खूप छान आहेत. नावाप्रमाणे हे लहान मुलांना हिंदू पौराणिक कथांची ओळख करून देत असल्यामुळे ते त्यांच्या शैक्षणिक विकासाचा भाग होऊन जाते."
Entertainment,Apps,Entertainment,OTT media service,Netflix,"binge watch, popular web-series, tv shows, movies, subtitles, parental lock, multi-user profiles","Binge watch,Popular web series, Movies",Positive,"खरोखरच या एका ॲपमध्ये सर्व काही आहे. लोकप्रिय वेब सिरीज, चित्रपट, शोज असे तुम्हाला हवे असलेले सर्व काही एकाच ठिकाणी बिंज वॉच करता येतात."
Hobbies,Photography,Camera accessories,Lens cap,Bower Pro Series,"durability, dust and scratch resistent",Durability,Positive,जास्त टिकाऊपणासाठी चांगला इम्पॅक्ट असलेल्या फायबरपासून बनवली आहे.
Entertainment,Movies,Genres,Science-fiction,Tik Tik Tik,"superhero, masterpiece, amazing, genius, settings and visual effects, intriguing, phenomenal, stupenduous characters",Phenomenal,Positive,अवकाशाशी संबंधित उत्कृष्ट विज्ञानकथापट. यात आपल्या पृथ्वीबद्दलचे प्रेम दर्शवले आहे.
Home,Appliances,Air cooler,Desert air cooler,Crompton,"blower, motor power, uninterrupted cooling, caster wheels, cool tank capacity, controller type",Controller type,Positive,यात आर्द्रता नियंत्रक आहे. त्यामुळे त्या भागाच्या किंवा जागेच्या हवामानाच्या स्थितीनुसार तुम्ही आर्द्रतेची पातळी बदलू शकता.
Entertainment,Movies,Genres,Science-fiction,The Martian,"superhero, masterpiece, amazing, genius, settings and visual effects, intriguing, phenomenal, stupenduous characters",Settings and visual effects,Negative,मंगळ ग्रहापेक्षा ते वाळवंटासारखेच जास्त दिसते.... खराब व्हिज्युअल इफेक्ट्स
Pets,Dogs,Supplies,Leashes,PETOLOGY,"basic/double/training, padded, length,","high quality rope, prevents hand burns, heavy duty steel clasp, training, walking, tracking, patrolling",Positive,"ती उच्च दर्जाच्या नैसर्गिक कॉटनच्या दोरीची आणि ज्यूटची बनवलेली आहे जी हातांना काचत नाही. या दोरीच्या एका बाजूला हेवी-ड्युटी स्टीलचा फासा आहे जो कॉलर किंवा हार्नेसला जोडतो. चालणे, ट्रेनिंग, ट्रॅकिंग आणि पेट्रोलिंग यासारख्या बाहेरच्या ॲक्टिव्हिटीजसाठी सुयोग्य आहे."
Home,Appliances,Home theater,Soundbars,Hammer,"Bluetooth/wireless, HDMI, audio output mode, integrated control, EQ mode",EQ mode,Positive,"यात अल्ट्रा बेस आणि गेमिंग मोड्स व्यतिरिक्त चांगला EQ मोड आहे. EQ ऑडिओ सिग्नलमधील बॅलन्स ॲडजस्ट करेल ज्यामुळे काही वारंवारिता (फ्रिक्वेन्सीज) वाढवता किंवा कमी करता येतील, खासकरून बेस(लोज), मिड्स, किंवा ट्रेबल(हाईज) चा व्हॉल्युम कंट्रोल."
Hobbies,Photography,Camera accessories,Filters,Carl Zeiss,"infrared, skylight/UV, polarizing, thread size, coating, diameter, material",diameter,Negative,82 मिमी आणि सर्व प्रकारच्या कॅमेऱ्यांशी सुसंगत नाही.
Hobbies,Photography,Camera accessories,Lens case,Hiffin,"thick material for protection, hook, compatibility, sizing, water resistant",thick material for protection,Positive,वापरलेले मटेरियल जाड आहे आणि लेन्सचे धक्क्यांपासून संरक्षण करण्यासाठी पाऊचला बाहेरच्या बाजूने निओप्रिन अस्तर आहे आणि आतल्या बाजूने मऊ खोटी फर आहे.
Pets,Dogs,Food,Dry food,Purina,"balanced, nutritious, yummy, strong bones and teeth, immunity booster, heathier and shiner coat, strong muscles","nutitious, yummy, develops shinier coat & healthy skin.",Positive,"खाद्याची चव चांगली आहे, ते पचायला हलके आहे, कोट चकचकीत होतो. याचा त्यांच्या पोटावर आणि त्वचेवर चांगला परिणाम होतो. एका महिना खाल्ल्यानंतर हेअरकोट अतिशय मऊ आणि चमकदार बनतो."
Education,Books,Children's book,Bed-time stories,Little Dinosaur,"fantasy, mythological, fairy tales, simple language, Content (Difference of opinion on the content)",Simple language,Negative,4 ते 6 वयोगटातील मुलांना समजण्यास अवघड. भाषा इतकी सोपी नाही की मुले स्वत: वाचू शकतील.
Hobbies,Photography,Camera accessories,Light box,Godox LSD41,"portable, wide application, filter harmful lighting, material, lighting",Portable,Negative,इकडे तिकडे नेण्यासारखा नाही पण सेट अप करणे सोपे आहे.
Home,Appliances,Home theater,Tower speakers,Jyoti single,"speaker connectivity, speaker feature, wattage, audio output mode, Woofer",Woofer,Positive,"यामध्ये इनबिल्ट अल्ट्रा बेस वुफर आहे. एकाचा स्पीकरमध्ये आपल्याला एका पार्टी सेटचा संपूर्ण परिणाम मिळतो, आणि वुफरच्या बेस लेव्हलमुळे काळीज धडधडते."
Health/Wellness,Living,Stay/ Experience,Hostels,"Woke Hostel (Morjim, Goa)","Bunk beds, dorms/female dorms, cleanliness, pocket friendly, safety, restaurant attached, wifi, good amenities, AC/non AC, hassle free online booking, convenient check-in and check-out time, food","Cleanliness, good amenities, wifi",Negative,"राहण्यासाठी आवश्यक असलेल्या सामान्य स्वच्छतेच्या नियमांचे पालन इथल्या शेअर्ड बाथरूम्समध्ये होत नाही, अतिशय महागड्या अशा सिंगल बेडरूमच्या बाथरूम्समध्येदेखील साबणासारखी छोटी सुविधा पुरवली जात नाही (म्हणजेच लांबच्या पल्ल्याची फ्लाईट आणि त्यानंतरच्या एअरपोर्टपासूनच्या दीर्घ प्रवासानंतर एक मस्त आंघोळ विसरा). तसेच वारंवार वीज जात असल्याने, इतर बॅकअप पॉवर सोर्स नसलेल्या वाय-फायमध्ये व्यत्यय येत होता."
Health/Wellness,Food,Eats/Beverages,Bars,The Octa (formerly known as The Myx),"Availability of various brands, ambience, parking area, seating, reservations, musical performance, food served, parking facility, variety, price, service","Ambience, price",Negative,"अतिशय लहान जागा आहे आणि संगीत फारसे खास नाही आणि खूप जोरात असते, त्यामुळे छोट्या जागेत ते कर्णकटू वाटते. प्रवेश शुल्क खूप जास्त आहे (₹1000/- प्रति व्यक्ती)"
Health/Wellness,Living,Stay/ Experience,Hostels,Bubble Beds,"Bunk beds, dorms/female dorms, cleanliness, pocket friendly, safety, restaurant attached, wifi, good amenities, AC/non AC, hassle free online booking, convenient check-in and check-out time, food","Bunk beds, female dorms, pocket friendly, safety, wifi, good amenities, convenient check-in and check-out time",Positive,"सहजपणे पोचता येणार्‍या मस्त लोकेशनसह, सुस्थिती असलेल्या स्वच्छ बाथरूम्स, बेड्स (अटॅच्ड बाथरूम असलेल्या पुरुषांसाठीच्या आणि स्त्रियांसाठीच्या डॉर्मेटरीज आणि बंक बेड्स), किचन, डायनिंग आणि लिव्हिंग रूम्स राहणार्‍या लोकांमध्ये एक आपलेपणाची आणि सुरक्षेची भावना निर्माण करतात, त्याबरोबरच सुलभ चेक-इन आणि चेक-आऊटच्या वेळांसह एक रात्रीसाठीचे परवडणारे शुल्क. मोफत वाय-फाय देखील उपलब्ध, ब्रेकफास्ट कॉम्लिमेंटरी आहे आणि सेल्फ-सर्व्हिसची व्यवस्था कटलरी, मायक्रोवेव्ह, कुक-टॉप, वॉशिंग मशीन, ॲक्वागार्ड असलेल्या किचनने सुसज्ज आहे आणि लाऊंजमधल्या वाचनालयामुळे ही जागा समृध्दतेचा अनुभव देते."
Transportation,Surface,Railways,Metro,Mumbai Metro,"Cleanliness, safety, time saving, affordable, well-maintained, voice instructions in multiple languages",Safety Affordable,Positive,“अतिशय सुरक्षित कारण प्रत्येक स्थानकावर अनेक सुरक्षा रक्षक असतात.”
Entertainment,Movies,Genres,Science-fiction,24,"superhero, masterpiece, amazing, genius, settings and visual effects, intriguing, phenomenal, stupenduous characters",masterpiece,Positive,टाईम-ट्रॅव्हलचा एक मास्टरपीस!! कदाचित भारतीय उपखंडातील अशा प्रकारचा हा एकमेव असू शकेल.
Hobbies,Photography,Camera accessories,Lens cap,Shomex,"durability, dust and scratch resistent",Durability,Positive,"चांगल्या दर्जाच्या प्लास्टिकपासून उत्पादित आहे, उत्पादनात कोणताही दोष नाही."
Education,Books,Children's book,Picture books,Jolly Kids Picture Talk and Conversation Book for Kids Age 2-6 Years,"cute cover design, colourfull, activity oriented, educational development, Attractive pictures, Price","Activity oriented, Educational development",Positive,"माझा 4 वर्षांचा मुलगा थोडा ऑटिस्टिक आहे आणि त्याला गंभीर स्वरूपाचा स्पीच डिले आहे, पण हे पुस्तक अशा प्रकारच्या समस्यांचा सामना करणार्‍या मुलांसाठी एकदम योग्य आहे. सर्व मुलांच्या शैक्षणिक विकासासाठी काळजीपूर्वक निर्माण केलेले ॲक्टिव्हिटीवर भर देणारे असे हे पुस्तक आहे. खूपच आवडले!!"
Home,Appliances,Inverter,Modified square wave,Numeric,"most of the equipments, less efficient, more affordable, noise, not supporting some devices, Cost-efficient for small homes",Noise level,Positive,या प्रकारच्या इतर इन्व्हर्टर्सप्रमाणे हा आवाज करत नाही. हा एक खूप मोठा दिलासा आहे
Education,Books,Audiobooks,Duet narration,Audiobooks,"voice, acting, modulation, pitch, sound quality, SYNCHRONIZATION, Synchronization(offline availibility)",Pitch,Negative,काही निवेदक अतिशय एकसुरी आहेत. ते मजकूर एकाच पट्टीत वाचतात त्यामुळे काही वेळा पुस्तके कंटाळवाणी होतात.
Entertainment,Apps,Social Media,Social networking,Twitter,"find friends, share photos and moments, free messaging, daily status, video calling",find friends,Positive,"मित्रांना शोधणे आणि त्यांच्याशी कनेक्ट होणे सोपे झाले आहे. तुम्हाला फक्त नेमके नाव माहिती पाहिजे आणि तुम्ही त्यांना सहज शोधू शकता, त्यांच्याशी कनेक्ट होऊ शकता, ते काय करत आहेत हे फॉलो करू शकता आणि त्यांच्याशी गप्पा मारू शकता. नॉस्टॅल्जिक!"
Pets,Dogs,Supplies,Dog carriers,PETARCHI DESIGN STUDIO FOR PETS,"hard sided/soft sided, two door top load, portable folding, airlines approved, breathable mesh panel",durability,Negative,हे टिकाऊ नाही.
Entertainment,Apps,Entertainment,Games,Brick Mania,"various modes, action, racing, arcade, multi-player, puzzles",Arcade,,मी यासारखी साधी आर्केड बराच काळ शोधत होतो आणि जेव्हा बॉल्स वाढतात तेव्हा डिव्हाईस स्लो होत नाही आणि गेमप्ले अगदी साधा आणि सरळ आहे.
Entertainment,Movies,Genres,Documentary,Ladies First,"emotional, educative, awe-inspiring, motivating, interesting, detailed narration, informative, heart touching, factual accuracy","awe-inspiring, motivating",Positive,"अतिशय प्रेरणादायक! हा एक चांगला प्रेरणा देणारा माहितीपट आहे आणि ऑलिम्पिक तिरंदाज होण्यासाठी काय करावे लागते, याची कल्पना खरोखर आपल्याला येते."
Hobbies,Cycling,Bicycles,city bikes,Marin Gestalt 3,"folding, urban, road, hybrid, electric, aluminium/fibre frame, warranty, lightweight alloy frame","Road, Braking system",Negative,"व्ही-ब्रेक्सना सपोर्ट करत नाही, केबल स्लॉट खराब होऊ शकते"
