GENERIC CATEGORIES,CATEGORY,SUB-CATEGORY,PRODUCT,BRAND,ASPECTS,ASPECT COMBO,LABEL,INDIC REVIEW
Hobbies,Photography,Camera accessories,Batteries and chargers,SJCAM,"capacity, rechargeable, smart IC, BIS certified, safe, battery life","capacity, rechargeable",Negative,"900 এমএএইচ, রিচার্জেবল, ব্যাটারি মাত্র 30 থেকে 40 মিনিট স্থায়ী হয়।"
Entertainment,Apps,Entertainment,Music apps,YouTube Music,"offline downloads, high quality audio, official albums, recommendations based on taste, location and time of the day, ads, listening with the screen off",Recommendations based on taste,Positive,বর্ণনা অনুযায়ী এটি ব্যক্তিগতকৃত প্লে-লিস্ট তৈরি করার জন্য সেরা অ্যাপ এবং আপনি যে ধরণের মিউজিক শোনেন তার উপর ভিত্তি করে শুধুমাত্র আপনার জন্য তৈরি করা মিক্স প্লে-লিস্ট।
Health/Wellness,Food,Eats/Beverages,Cafe,The Tavern Cafe,"Continental food and beverages, snacks, bakery items, quick service, online payments, ambience, music, parking, wifi, price","Food, price",Negative,দাম একটু বেশির দিকে। কোনো কোনো ক্ষেত্রে খাবারের গুণমান ঠিক থাকে না।
Hobbies,Photography,Camera accessories,Cases and bags,Smiledrive,"well padded, pockets (dividers), comfy, camera video camera combination bag, material, waterproof",material,Positive,সেলাইয়ে যে উপাদান ব্যবহার করা হয় তা ভালো মানের এবং জল প্রতিরোধী।
Pets,Dogs,Health supplements:,Dental care,Petkin,"plaque removal, fresh breath, chewy teeth cleaner,","Smell, Unhealthy",Negative,"পটাশিয়াম সোর্বেট, বেকিং সোডার মতো বিষাক্ত উপাদান রয়েছে। ভালো গন্ধ না পেয়ে কুকুরকে বমি করে দিয়েছে"
Home,Appliances,Air cooler,Desert air cooler,Cello,"blower, motor power, uninterrupted cooling, caster wheels, cool tank capacity, controller type",Caster Wheels,Negative,কুলারের ঢালাই চাকা তাদের ভারী ওজনের জন্য এতটা ভঙ্গুর! আমার কুলারের চাকা একবারও না সরেই ভেঙে গেছে।
Education,Books,Children's book,Picture books,Jolly Kids Picture Talk and Conversation Book for Kids Age 2-6 Years,"cute cover design, colourfull, activity oriented, educational development, Attractive pictures, Price",Cute cover design,Negative,কেউ কখনই বইটি প্রথম দর্শনে কিনে নেবে না। কভার ডিজাইন মোটেও চতুর এবং আকর্ষণীয় নয় যতটা হওয়া উচিত।
Entertainment,Movies,Genres,Comedy,Jathi Ratnalu,"Hilarious, satire, funny dialogues, performance, political humour, single liners, comical timing",Hilarious and Single Liners,Positive,হাস্যরসাত্মক মুভি আর হাস্যকর সিঙ্গল লাইনার! প্রথম এবং একমাত্র রোলার কোস্টার যা আপনাকে পুরো রাইড জুড়ে হাসাতে থাকবে। ''
Home,Appliances,Home theater,Home theater systems,Boat,"Bluetooth, USB &HDMI, Dolby, voice control, speaker connectivity, power output",Dolby output,Negative,"বোট হোম থিয়েটার সিস্টেম একটি দেশীয় ব্র্যান্ডের স্পিকার। তাই এটিতে ডলবি আউটপুট নেই, যা আজকের ট্রেন্ডের বিপরীত।"
Pets,Dogs,Supplies,Dog beds,Bedsure,"soft, comfortable, reversible, washable, waterproof, breathable, cooling, polyester fabric","Not waterproof, Poor quality, Not breathable, Inside not washable",Negative,এটি জলরোধী নয় এবং উপাদানটি খুব দরিদ্র এবং দৃশ্যত খুব নিঃশ্বাস নেওয়া যায় না। ভিতরের অংশ ধোয়া যায় না এবং এটি খুব গন্ধ ছাড়ে।
Hobbies,Photography,Camera accessories,Light box,Boxtudio,"portable, wide application, filter harmful lighting, material, lighting","Portable, Lighting",Positive,"কম্প্যাক্ট কিউব আকৃতির ফোল্ড যোগ্য কাঠামো, সেরা ফলাফলের জন্য ওয়াটারপ্রুফ এইচডি এলইডি-তে ডিফিউজার লেন্স সহ নির্মিত।"
Education,Books,Audiobooks,Full cast narration,Libro,"voice, acting, modulation, pitch, sound quality, cinematic feeling","Acting, Modulation, Voice",Positive,"ডলি পার্টন, ''রান, রোজ, রান'-এর অন্যতম লেখক মূল চরিত্রটি বর্ণনা করেছেন এবং লেখকের চেয়ে কে এটিকে বেশি ভালোভাবে বর্ণনা করতে পারতেন:) এক্টিং -অসাধারণ! , মডুলেশন - দুর্দান্ত, ভয়েস - একেবারে নিখুঁত, একটি অডিওবুক যা আপনার নিশ্চই শোনা উচিত !!"
Vehicles,Automotives,Bikes,Commuter,Suzuki,"popular, young generation, fuel efficiency,","World-class engineering, high-speed potential, worldwide dealership support and bike performance, average, and mileage",Negative,"মডেল সুজুকি জিক্সারের জন্য, বাইকটির কর্মক্ষমতা 155সিসি ইঞ্জিনের সাথে নীচের দিকে কিছুটা ছিল, শহর এবং কিছু ক্রেতাদের দ্বারা মহাসড়ক উভয় ক্ষেত্রেই কম গড় এবং মাইলেজও কম।"
Food,Grocery,"Flours , food grains, dals and pulses",whole wheat atta,Fortune Chakki Fresh,"chakki atta, no additives, fiber rich","Chakki atta, Fiber-rich",Positive,ফরচুন চাকি ফ্রেশ আটা একটি ভাল মানের চাকি আটা এবং সবচেয়ে নরম রুটি তৈরি করে। এটা আপনাকে কখনো হতাশ করবে না।
Home,Appliances,Air-condition,Central AC,Onida,"combined evaporator, condenser, and compressor, capacity, coil material, wifi",Coil material,Negative,একটি অ্যালুমিনিয়াম কয়েল সঙ্গে আসে যা অন্যান্য উপাদানের তুলনায় কম কার্যকর।
Home,Appliances,Air cooler,Tower air cooler,Blue Star,"sleek and elegant, height, cool tank capacity, controller type, looks, blower",Tank Capacity,Negative,এয়ার কুলারের ট্যাঙ্কের ক্ষমতা মাত্র 8 লিটার। এই গ্রীষ্মের দিনগুলিতে এটি প্রায়শই শুকিয়ে যায় এবং এটি সর্বদা নিরীক্ষণ করা একজন ব্যক্তির কাজ।
Home,Appliances,Fan,Pedestal fan,Modi,"tall, oscillation feature, sweep size, air delivery speed, no of blades",Tall,Negative,মোদি পেডেস্টাল ফ্যানের দৈর্ঘ্য মাত্র 2.5 ফুট। যা একটি পেডেস্টাল ফ্যানের জন্য কম। অন্যথায় উচ্চতার অভাব ভাল পণ্যের দক্ষতাকে বাধা দেয়।
Hobbies,Photography,Camera accessories,Light box,Osaka,"portable, wide application, filter harmful lighting, material, lighting",Filter harmful lighting,Negative,ক্ষতিকর আলো ফিল্টার করে না
Health/Wellness,Living,Stay/ Experience,Hotels/ Lodges,Hotel Siddharth,"Single/double bed, safety, restaurant attached, TV, AC/Non AC, cleanliness, attached bathroom and toilet, ambience, location, wifi, parking, laundry service, price/billing","AC/Non-AC, price/billing",Negative,"জায়গাটা বেশ পুরনো, সব এসি, ফ্যান মাঝে মাঝে ঠিকঠাক মতো কাজ করে না। এসি রুমের দাম মধ্যবিত্তদের সাধ্যের মধ্যে বলা যায় তার থেকে একটু বেশি।"
Building Material,Construction,Binding material,Cement,Masonry Cement,"fineness, strength, durability, resistance to wet and thermal cracking, cost, application, storage, setting time",Setting time,Positive,রাজমিস্ত্রির নির্মাণ বা প্লাস্টারিংয়ের কাজে মর্টারের কাজ করার জন্য এটির বেশি সময় নির্ধারণ করা হয়েছে।
Transportation,Air,Flights,Domestic,Indigo,"Cleanliness, hassle-free booking, safety, punctuality, luggage allowance, insurance, zero cancellation fees, affordable rates",Hassle free booking Luggage allowance,Positive,"""যেকোন বিমানবন্দরে চেক ইন করার জন্য সর্বনিম্ন সময় লাগে কারণ তাদের অনেক কাউন্টার রয়েছে।"""
Fashion,Beauty,Fragrance,Eye concealer,Lakme Absolute White Intense SPF 20 Concealer Stick,"dark circle treatment, even tone","Dark circle coverage, even tone",Positive,আমি দীর্ঘদিন ধরে ল্যাকমে প্রোডাক্ট ব্যবহার করছি এবং এটি আমার মেক-আপ কিটের এমন একটি প্রোডাক্ট যা এর ব্র্যান্ড ইমেজের সাথে খাপ খায়। এটি আমার ত্বকের সাথে পুরোপুরি মিশে যায় এবং আমার ডার্ক সার্কেলগুলিকে ঢেকে রাখে এবং এটি স্কিনকে একটি উজ্জ্বলতা দেয়।
Travel,Bags and luggage,Luggage,Rucksack,Wildcraft,"waterproof, durability, nylon, rain cover","No shoe pockets/slots, no hip support.",Negative,জুতো রাখার জায়গা নেই। একই স্লটে যোগ করতে হবে। কোমর বা নিতম্ব কোনোটাই সাপোর্ট করে না।
Entertainment,Movies,Genres,Musical,Ae Dil Hai Mushkil,"fresh, singers, excellent compositions, melody, classical, lyrics, hiphop, sufi, musical genius, inspiring, tuneful, heartwarming",Sufi,Negative,আধুনিক সঙ্গীতকে যেভাবে সুফি ফ্লেভারের সাথে মিক্স করা হয়েছে তা দুঃখজনক। এর কোনো মৌলিকত্ব নেই।
SPORTS/GAMES,Equipment,badminton,shuttlecock,Yonex Mavis 350 Nylon Shuttlecock,"durable, feather/plastic skirt,user comfort at impact, control, foam tip/cork, price",high price,Negative,"কোভিডের আঘাতের পর, দাম সত্যিই বেড়ে গেছে, প্রায় 30% বেশি, তাই এটি একটি চুক্তি ভঙ্গকারী।"
Education,Books,Audiobooks,Solo narration,Libbi App,"voice, acting, modulation, pitch, sound quality, tone, pronunciation",Modulation,Positive,এটি একটি চমৎকার শোনার মতো গল্প মডুলেশন এবং চরিত্রগুলির পরিবর্তনও অসাধারণ
Fashion,Beauty,Fragrance,Deodorants for men,Old Spice Wolfthorn No Gas Deodorant Body Spray Perfume for Men,"no gas deo, odour control, long lasting, fresh and active","No gas deo, fresh and active, long lasting",Positive,এটা আমাকে সারাদিন সতেজ ও সক্রিয় রাখে। এই দেও -এর স্পাইসি গন্ধ আসলে অসাধারণ করে। এমনকি দিনের শেষ পর্যন্ত এর গন্ধ থাকে!!
Pets,Dogs,Grooming,Shampoo,Dogz & Dudez,"normal/dry, liquid/spray, scent, natural ingredients, tick and flea repellent",Skin issues,Negative,পণ্যটি পোষা প্রাণীর চুলকানি এবং শুষ্ক ত্বকের জন্য কাজ করে না।
Pets,Dogs,Supplies,Collars,SENAPATI,"leather/nylon, half chain half choker, design, waterproof, adjustable, metal buckle","Nylon, Adjustable",Positive,নরম ফিনিশিং দিয়ে নাইলন থেকে তৈরি শক্তিশালী কুকুর বেল্ট যা কুকুরকে আরামে রাখে। লেজয়ুক্ত কুকুরের কলারটি অ্যাডজাস্টেবল এবং সহজেই সমস্ত কুকুরকে ফিট করতে পারে।
Entertainment,Apps,Social Media,Blogging/ Micro-blogging,Blogger,"professionally designed themes, turn your site into a store, find your fans, domains for anything, serious security",turn your site into a store,Positive,আপনি আপনার ব্লগটি আপনার ইচ্ছামত ডিজাইন করতে পারেন এবং আপনি আপনার ব্লগ পেজে অ্যাফিলিয়েট মার্কেটিং এর বিজ্ঞাপনও দিতে পারেন। এটা অনেকটাই আপনার ব্লগিং সাইটকে একটি দোকানে পরিণত করার মত এবং অতিরিক্ত আয় করার মতো ব্যাপার।
Hobbies,Photography,Camera accessories,Tripod,Hiffin,"light weight, adjustable height, multi level locking and steady rubberized legs, multipurpose head, cellphone holder, level indicator","light weight, steady rubberized legs, cell phone",Positive,রাবারের পা সহ অ্যালুমিনিয়াম বডি এবং সেলফোন এবং অন্যান্য ধরণের ক্যামেরা ডিভাইসের জন্য উপযুক্ত।
Home,Appliances,Home theater,Multimedia players,Sound master,"bluetooth/dolby/voice control, speaker connectivity, audio output mode, speaker feature",Speaker connectivity,Negative,সাউন্ড মাস্টার মাল্টিমিডিয়া প্লেয়ার এখনও ইউএসবি ছাড়াই একটি ওয়্যার কানেক্টিং প্লেয়ার। এত অ্যাডভান্সড কানেক্টিং ফিচারের যুগে এতগুলো তার নিয়ে যাওয়ার কথা ভাবতেই পারি না।
Baby Products,Baby Food,Ready-to-eat,milk powder,NanPro,"infant milk substitute; whey protein, easy digest, contains probiotics","whey protein, easy digest, probiotics",Negative,নিশ্চিত নই যে কেন শিশুদের হুই প্রোটিন প্রয়োজন এবং এতে হুই প্রোটিন রয়েছে তা কীভাবে শিশুদের হজম করা সহজ হতে পারে। কোম্পানি যে দাবিগুলো করেছে তা প্রশ্নবিদ্ধ!!! আমি বাড়িতে তৈরি খাবার খাওয়ানোর পরামর্শ দেবো।
Entertainment,Movies,Genres,Biopics,Gangubai Kathiawadi,"inspiring, motivational, real story, natural acting, casting, performance, remarkable, historically acurate","real story, performance,remarkable",Positive,"একটি না শোনা বাস্তব গল্প! আলিয়া ভাট, অজয় দেবগন, শান্তনী মহেশ্বরীর অভিনয়গুলি অসাধারণ ছিল।"
Education,Books,Children's book,Comics,Balarama,"pictures, cartoon characters, Comic strips, Short stories, colourful, fables, fairy tales, puzzles",Cartoon characters,Negative,"কার্টুন চরিত্র একদমই নেই। বাচ্চারা ডিজনি চরিত্রগুলি পছন্দ করে, তবে এই কমিক বইটিতে কোনও আকর্ষণীয় কার্টুন চরিত্র নেই।"
Pets,Dogs,Supplies,Dog apparels,Lana Paws,"dress/shirt, soft breathable material, half sleeves/sleeveless, pet comfortable raincoat with detachable hood","easy to use, adjustable, washable",Positive,"এগুলি ব্যবহার করা সহজ, সর্বোত্তম ফিট এবং মেশিন ধোয়ার জন্য সামঞ্জস্যযোগ্য।"
Home,Appliances,Fan,Pedestal fan,Oceco,"tall, oscillation feature, sweep size, air delivery speed, no of blades",Air delivery speed,Positive,এই পেডেস্টাল ফ্যানগুলি লম্বা ব্লেড এবং একটি শক্তিশালী মোটরের সাথে সরবরাহ করা হয়। তাই বায়ুসরবরাহের গতি অন্য ব্র্যান্ডের সাথে তুলনা করা যায় না।
Pets,Dogs,Food,Wet food,Iams,"balanced, nutritious, yummy, strong bones and teeth, immunity booster, heathier and shiner coat, strong muscles","Strong Immune System, complete and balanced wholesome moist dog food, healthy skin and a soft coat in aging dogs.",Positive,ক্লাসিক পেটের খাবারটি বয়স্ক কুকুরের একটি শক্তিশালী প্রতিরোধ ব্যবস্থাকে সমর্থন করার জন্য উচ্চ মানের পশু প্রোটিন এবং ভিটামিন এবং খনিজ দিয়ে তৈরি করা হয় এই সম্পূর্ণ এবং ভারসাম্যপূর্ণ স্বাস্থ্যকর আর্দ্র কুকুরের খাবারটি ওমেগা ফ্যাটি অ্যাসিড দিয়ে তৈরি করা হয় স্বাস্থ্যকর ত্বক এবং বয়স্ক কুকুরদের একটি নরম আবরণ উন্নত করার জন্য।
Entertainment,Amusement,Auditoriums,Cinema hall,INOX Theatre,"single screen/multiplex, dolby sound, seating capacity, ac/non-ac, effects(3D/7D), seat recliner",Multiplex,Positive,সিনেমা দেখার জন্য এবং স্ন্যাকসের পরে সময় কাটানোর জন্য খুবই সুন্দর জায়গা। এটি পুরানো নস্টালজিয়া রাজ্যের স্থাপত্যের অনুভূতি দেয়।
Hobbies,Photography,Camera,Film Cameras,Fujifilm,"vintage, shutter priority, availability of replacement batteries, Black and white or colour, roll film, exposure, weight, SLR, cost, manual control",batteries,Negative,প্যাকেজের সাথে যে ব্যাটারিগুলি দেওয়া হয় সেগুলো নিম্নমানের। এটি বেশিদিন স্থায়ী হয়নি এবং খুব শীঘ্রই এটি প্রতিস্থাপন করতে হয়েছিল।
Entertainment,Amusement,Auditoriums,Cinema hall,ESquare Cinemas,"single screen/multiplex, dolby sound, seating capacity, ac/non-ac, effects(3D/7D), seat recliner",Multiplex,Positive,পরিবার ও বন্ধুদের সঙ্গে সিনেমা দেখার জন্য খুব সুন্দর জায়গা। ব্যাচেলরদের জন্য উপযুক্ত বিকল্প। আশেপাশের যেকোনো সিনেমা হলের মতোই পরিবেশ ভালো।
Entertainment,Apps,Entertainment,Content creation apps,Photofy Content Creation Platform,"illustrations, ad-making, participate in challenges, trending, instant shoot and post, advanced editing, viral dialogues",Instant Shoot and Post,Negative,"যদিও আপনি পোস্টটি শিডিউল করতে পারেন, কিন্তু সরাসরি আপলোড বৈশিষ্ট্যটি উপলভ্য না হওয়ায় ব্যবহারকাররা টাইম কোনসূম এর মতো সমস্যার সম্মুখীন হতে পারে।"
Vehicles,Automotives,Bikes,Commuter,TVS,"popular, young generation, fuel efficiency,","Big customer base, Affordability and Issues like the engine lacking power and refinement and features like tubeless tyres and front disc brake",Positive,"ভারত জুড়ে তাদের একটি বড় গ্রাহক বেস রয়েছে, খুব সাশ্রয়ী মূল্যের এবং ব্যাপক গবেষণা ও উন্নয়নে রয়েছে। তারা পরিবেশ-বান্ধব যানবাহন উৎপাদন করছে এবং বিশ্বজুড়ে একটি উন্নয়নশীল ডিলারশিপ রয়েছে।"
Entertainment,Apps,Social Media,Social networking,Snapchat,"find friends, share photos and moments, free messaging, daily status, video calling",share photos and moments,Negative,আমার বন্ধুদের টাইমলাইনের ফটো বিভাগে আমার সিলেক্ট করা ফটোগুলি দেখতে পাচ্ছি না৷পাবলিকালি শেয়ার করার বিষয়টি নিশ্চিত হওয়ার পরও এটি শুধু কালো বা ফাঁকা হিসেবে দেখানো হয়।
Entertainment,Movies,Genres,Horror/Thriller,Bulbul,"intriguing, spooky rhythm, camera angles, haunting, terrific story-telling, unpredictable climax, dark effect, eerie-filled, spine-chilling","Camera angles, Dark Effect",Negative,"ডার্ক ক্রিমসন ওভারলেগুলির অকেজো ব্যবহার যা ভয়ঙ্করভাবে করা হয়েছে, কিছু ব্লেয়ার উইচ স্টাইল ক্যামেরা একটি আত্মার চেজ সিকোয়েন্স দেখানোর জন্য ব্যবহার করা হয়েছে।"
SPORTS/GAMES,Equipment,badminton,shuttlecock,SUPER SONA Vins Nylon Shuttlecock,"durable, feather/plastic skirt,user comfort at impact, control, foam tip/cork, price",Low user comfort,Negative,না যেখানে মাভিস 350 এর কাছাকাছি। খুব দ্রুত এবং উন্নত খেলোয়াড়দের জন্য ইনডোর খেলতে যুক্তিসঙ্গত করার জন্য নাইলনকে বিকৃত করা প্রয়োজন।
Office,Furniture,Seating,Ergotouch chairs,Featherlite,"lumbar support, cushioning, durability, cost, revolving, net and metal Add: back rest recline, squeaky sounds, looks, ","Cost, revolving, lumbar support,",Positive,হজে একত্রিত করার কৌশলসহ মধ্যম আয়ের শ্রমিক শ্রেণীর জন্য একটি খুব বাজেট ফ্রেন্ডলি চেয়ার। খুব মজবুত কিন্তু হালকা ওজনের৷''
Health/Wellness,Living,Stay/ Experience,Hostels,Bombay Backpackers Kolkata,"Bunk beds, dorms/female dorms, cleanliness, pocket friendly, safety, restaurant attached, wifi, good amenities, AC/non AC, hassle free online booking, convenient check-in and check-out time, food","Dorms/female dorms, AC/non-AC, food",Negative,"হোস্টেলগুলি খুব ঘনবসতিপূর্ণ; তারা সকাল 10 টার পরে এসি বন্ধ করে এবং আবার কেবল রাত 8 টায় আবার চালু করে, অর্থাৎ আপনাকে সেই সময়ের বাইরে গরমে ভুগতে হবে (যদি আপনি গ্রীষ্মে প্রচণ্ড গরমে কলকাতায় যান)। এছাড়াও প্রদেয় প্রাতঃরাশ যথেষ্ট এবং পরিপূর্ণ নয়।"
Pets,Dogs,Grooming,Dematting tool,Jaswell,"all-in-one tool, 2-in-one dual head, safe,",Unsafe,Negative,এটি টান দেয় এবং গিঁটের উপর টাগ করে। আমার কুকুরের চুলে অনেক টান সৃষ্টি করে।
Education,Books,Audiobooks,Full cast narration,Chirp Books,"voice, acting, modulation, pitch, sound quality, cinematic feeling","Pitch,Modulation",Positive,ভালো লেগেছে!! আমি 'দ্য প্রিন্স অ্যান্ড দ্য পাউপার' ভিত্তিক মুভি দেখেছি কিন্তু গল্প পড়িনি। গ্রন্থটি বর্ণনাকারীর নিখুঁত পিচ এবং মডুলেশনের কারণে চলচ্চিত্রের চেয়ে অনেক বেশি।
Hobbies,Photography,Camera accessories,Flash accessories,Supernic,"diffuser, modifier, battery, material",Diffuser,Negative,এটি হার্ড ব্যাকগ্রাউন্ড ছায়া কম করে না।
Education,Books,Audiobooks,Duet narration,Spotify,"voice, acting, modulation, pitch, sound quality, SYNCHRONIZATION, Synchronization(offline availibility)",Pitch,Positive,"ডুয়েট ন্যারেশন অডিওবুক শোনার জন্য স্পটিফাই হল সেরা অ্যাপ্লিকেশন। শুধু বইয়ের বিস্তৃত পরিসরই নয়, কোয়ালিটির দিক দিয়েও এগিয়ে রয়েছে! বর্ণনাকারীর পুরো পিচটি নিখুঁত যা চরিত্রের সঠিক অনুভূতি প্রকাশ করে।"
Vehicles,Automotives,Bikes,Commuter,Hero,"popular, young generation, fuel efficiency,","Fuel efficiency, Good mileage, Domestic Indian industrial strength, similar engine as previous model and weak chassis",Positive,এগুলি জ্বালানি সাশ্রয়ী এবং ভাল মাইলেজ দেয় এবং ভারতীয় অভ্যন্তরীণ শিল্প শক্তির প্রতীক
Education,Books,Children's book,Picture books,"My First Mythology Tale: Mahabharata, Krishna, Hanuman, Ganesha, Ramayana - Story Book for Kids","cute cover design, colourfull, activity oriented, educational development, Attractive pictures, Price",Price,Negative,"এটা রাস্তার ধারের 20 টাকার বই!!। এর পরিবর্তে রাস্তা থেকে কিনুন। অত্যধিক দাম, গল্পের ভালো বর্ণনাও করা হয় নি। প্রতিটি বইয়ে মাত্র 4-5 পৃষ্ঠা রয়েছে।"
SPORTS/GAMES,Equipment,badminton,rackets,Yonex,"carbon frame, flexible shaft, even balance, hitting power, light-weight, durable, robust, grip, price",Grip,Negative,গ্রিপটি গুরুতরভাবে খারাপ এবং আস্তে আস্তে টুকরো টুকরো হতে শুরু করে।
Pets,Dogs,Supplies,Dog beds,Petslover,"soft, comfortable, reversible, washable, waterproof, breathable, cooling, polyester fabric","Washable, Comfortable, Cooling",Positive,বিছানা একত্র করা সহজ এবং খুব আরামদায়ক। এটি ধোয়া যায় এবং মেশ ফ্যাব্রিক মহান বায়ুচলাচলের জন্য অনুমতি দেয়।
Home,Appliances,Fan,Ceiling fan,Khaitan,"style, shape, colour, dust resistant, no of blade, sweep size, smart fan, Noise",Noise,Negative,"সিলিং ফ্যান সাধারণত লম্বা ব্লেডের। বন্ধ ঘরের মতো ছোট এলাকায়, বাতাসের চেয়েও বেশি শব্দ হয়।"
Home,Appliances,Air-condition,Inverter AC,Voltas,"AI Dual Inverter, AI Convertible 6-in-1 cooling, HD Filter with Anti-Virus Protection, auto clean, capacity, coil material, wifi",HD Filter with Anti-virus Protection,Negative,ভোল্টাস ইনভার্টার এসির এইচডি ফিল্টার গুণমান খুব একটা মানানসই নয়। তাই এটি কার্যকর সুরক্ষা ব্যবস্থার চেয়ে মহামারীর সময়ে একটি প্রচারমূলক স্টান্ট হিসাবে মনে হচ্ছে।
Baby Products,Baby-Accessories,Strollers and Prams,Baby carriers,BabyGo,"10-in-1 carrier/rocker/bouncer/feeding char, with mosquito net, storage box",10-in-1 carrier,Negative,"একটি ক্যারিয়ারে সবকিছু দেওয়ার কি এমন প্রয়োজন রয়েছে?এটি অনেকগুলি সংযুক্তির সাথে অত্যন্ত বিরক্তিকর এবং সত্যি বলতে, 10-ইন-1 এই কথাটি নতুন পিতামাতাদের আকৃষ্ট করার জন্য একটি কৌশল বলে মনে হয়৷এর কার্যকারিতা প্রশ্নবিদ্ধ।"
Entertainment,Apps,Social Media,Blogging/ Micro-blogging,Tumblr,"professionally designed themes, turn your site into a store, find your fans, domains for anything, serious security",Find your fans,Positive,এটির সেরা বৈশিষ্ট্যটি হল যে আপনি লক্ষ্যযুক্ত শ্রোতাদের বা পছন্দের ব্যক্তিদের মনোযোগ আকর্ষণ করতে নির্দিষ্ট বিষয়গুলিতে ট্যাগ করতে পারেন।
Education,Books,Children's book,Easy learning,Science Knowledge Encyclopedia for Children,"activity oriented, educational development (plant/animals/numbers and counting/human body), Quality, Cost/Price",Quality,Positive,"একজন পাঠক বন্ধুকে দেওয়ার মতো জন্য সুন্দর একটি উপহার। আকর্ষণীয় প্রিন্ট এবং তথ্য, অসাধারণ কোয়ালিটির ছবি। যে কোন শিশু যে বই পড়তে ভালবাসে এবং উপভোগ করে, সে এই বইগুলিকে তার প্রিয় বই বানিয়ে নেবে।"
Health/Wellness,Personal Care,body,lotion/body butters,Pond’s Triple Vitamin Moisturising Lotion,"season/climate, fragrance","season/climate, nourishing",Negative,শীত বা ঠান্ডা আবহাওয়ার জন্য আদর্শ ময়েশ্চারাইজিং লোশন নয়
Home,Appliances,Air-condition,Central AC,Godrej,"combined evaporator, condenser, and compressor, capacity, coil material, wifi",condenser,Positive,গোদরেজ সেন্ট্রাল এসিতে তার কনডেন্সারের উপর 2 বছরের ওয়ারেন্টি প্রদান করে যা বাজারে সর্বাধিক এবং তাই বিশ্বাসের কারণ বাড়ায়।
Education,Books,Audiobooks,Solo narration,Loyal Books,"voice, acting, modulation, pitch, sound quality, tone, pronunciation",Voice,Positive,ভয়েস-ওভারটি খুব ভাল ছিল এবং গল্পের সীমাবদ্ধতার কারণে অনুসরণ করা সহজ এবং আকর্ষক ছিল।
Entertainment,Apps,Social Media,messaging apps,Whatsapp,"private, secure, end-to-end encryption, free voice and video callling, group chat, stickers",Stickers,Negative,এটি আপনার ডিভাইসের র্যাম এবং রম -এ একটি বড় জায়গা খায় কারণ আপনি যে স্টিকারগুলি ব্যবহার করতে চান এটি তা ডাউনলোড করতে বলে এবং এটি সেগুলিকে সেভ করে রাখে।
Education,Books,Audiobooks,Duet narration,LibriVox,"voice, acting, modulation, pitch, sound quality, SYNCHRONIZATION, Synchronization(offline availibility)",Synchronization,Negative,কিছুক্ষণ অফলাইনে থাকার পর অনলাইনে এলে সমস্যা দেখা দিতে শুরু করে।
Education,Books,Children's book,Comics,Chacha Chaudhary,"pictures, cartoon characters, Comic strips, Short stories, colourful, fables, fairy tales, puzzles",Pictures,Positive,শিশুদের জন্য একটি চমৎকার কমিক বই যেখানে অনেক ছবি সরয়েছে।
Entertainment,Movies,Genres,Action,Morbius,"action-packed, dangerous stunts, adventure, exciting, realistic fighting scenes, energetic performance","Action-Packed, adventure, fighting scenes",Negative,"আমার 1.5 ঘন্টার বেশি সময় নষ্ট করেছি, কোন অ্যাকশন নেই, কোন অ্যাডভেঞ্চার নেই, কোন মারামারির সিন নেই।"
Entertainment,Movies,Genres,Animation,Raya and the Last Dragon,"gorgeous visuals, stunning backdrop, interesting characters, visual treat, fairy tale, amazing",interesting character,Negative,রায়া ডিজনি রাজকুমারীর জন্য যোগ্য ছিলেন না কারণ বাস্তবতা হলো তার চরিত্রটি একদমই ভালো ছিল না। তার সাথে রিলেট করার মতো কোনও উপায় নেই কারণ তিনি কোনোভাবেই তার চরিত্রের কোনো বিকাশ ঘটান নি যেমনটি তার করা উচিত ছিল।
Education,Books,Audiobooks,Solo narration,KUKU FM,"voice, acting, modulation, pitch, sound quality, tone, pronunciation","Pitch, Tone",Positive,"অ্যাড্রিনালিনের রাশ! স্বেতাংশু বোরা আশ্চর্যজনকভাবে এটিকে পড়েছেন। পড়ার সময় পিচ এবং টোন গল্পের সাথে খুব উপযুক্ত ছিল।"""
Hobbies,Photography,Camera accessories,Filters,Amazon Basics,"infrared, skylight/UV, polarizing, thread size, coating, diameter, material",Skylight/ UV,Negative,পোলারাইজার বহু প্রলেপযুক্ত কিন্তু নীল আকাশের তীব্রতাকে গভীর করে না
Home,Appliances,Fan,Ceiling fan,Orbit,"style, shape, colour, dust resistant, no of blade, sweep size, smart fan, Noise",Smart Fan,Positive,"অরবিটের সিলিং ফ্যান স্মার্ট কন্ট্রোলের সাথে আসছে। আহ! অবশেষে, আমি আমার বিছানা থেকে ফ্যান নিয়ন্ত্রণ করতে পারি।"
Transportation,Surface,Roadways,Bus,Prasanna travels,"Connectivity, hassle free online booking, sleeper/semi sleeper, ac/non ac",Sleeper AC,Positive,'সম্ভবত রাজ্যের সেরা স্লিপার কোচ। খুব ভাল ভাবে রক্ষণাবেক্ষণও করা হয়েছে।
